"geo_accession"	"age"	"exclusion markers"	"genetic background"	"phenotype markers"	"separation method"	"Sex"	"NA"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"characteristics_ch1.4"	"characteristics_ch1.5"	"treatment_protocol_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"description"	"data_processing"	"platform_id"	"contact_name"	"contact_laboratory"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"relation"	"relation.1"	"relation.2"	"relation.3"	"relation.4"	"age:ch1"	"exclusion markers:ch1"	"genetic background:ch1"	"phenotype markers:ch1"	"separation method:ch1"	"Sex:ch1"
"GSM538367"	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 44hi 122lo"	"dissection/trimming"	"male"	NA	"T.4Mem.Sp#5"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: 11c- 19- 49b- Gr1- TER119-"	"genetic background: C57BL/6J"	"phenotype markers: 4+ 8- 25- 44hi 122lo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass Slide  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Mem.Sp#5, Spleen Memory-Phenotype CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538367/suppl/GSM538367_EA07068_58856_MoGene_T.4Mem.Sp_#5.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 44hi 122lo"	"dissection/trimming"	"male"
"GSM538368"	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"	NA	"T.4Mem44h62l.LN#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Subcutaneous LNs"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"genetic background: C57BL/6J"	"phenotype markers: CD4 TCRb CD44hi CD62Llo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing, ACK lysis  Two round sort on ARIA"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Mem44h62l.LN#1, Subcutaneous LN Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538368/suppl/GSM538368_EA07068_96415_MoGene_T.4MEM44H62L.LN#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"
"GSM538369"	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"	NA	"T.4Mem44h62l.LN#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Subcutaneous LNs"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"genetic background: C57BL/6J"	"phenotype markers: CD4 TCRb CD44hi CD62Llo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing, ACK lysis  Two round sort on ARIA"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Mem44h62l.LN#2, Subcutaneous LN Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538369/suppl/GSM538369_EA07068_96416_MoGene_T.4MEM44H62L.LN#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"
"GSM538370"	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"	NA	"T.4Mem44h62l.LN#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Subcutaneous LNs"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"genetic background: C57BL/6J"	"phenotype markers: CD4 TCRb CD44hi CD62Llo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing, ACK lysis  Two round sort on ARIA"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Mem44h62l.LN#3, Subcutaneous LN Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538370/suppl/GSM538370_EA07068_96417_MoGene_T.4MEM44H62L.LN#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"
"GSM538371"	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"	NA	"T.4Mem44h62l.Sp#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"genetic background: C57BL/6J"	"phenotype markers: CD4 TCRb CD44hi CD62Llo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing, ACK lysis  Two round sort on ARIA"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Mem44h62l.Sp#1, Spleen Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538371/suppl/GSM538371_EA07068_96418_MoGene_T.4MEM44H62L.SP#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"
"GSM538372"	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"	NA	"T.4Mem44h62l.Sp#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"genetic background: C57BL/6J"	"phenotype markers: CD4 TCRb CD44hi CD62Llo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing, ACK lysis  Two round sort on ARIA"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Mem44h62l.Sp#2, Spleen Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538372/suppl/GSM538372_EA07068_96419_MoGene_T.4MEM44H62L.SP#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"
"GSM538373"	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"	NA	"T.4Mem44h62l.Sp#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"genetic background: C57BL/6J"	"phenotype markers: CD4 TCRb CD44hi CD62Llo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing, ACK lysis  Two round sort on ARIA"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Mem44h62l.Sp#3, Spleen Memory-Phenotype CD4 cells from GFP-Foxp3-CD45.1-B6 mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538373/suppl/GSM538373_EA07068_96420_MoGene_T.4MEM44H62L.SP#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"PI CD8 CD11b CD11c CD19 CD49b Gr-1 Ter119 Foxp3"	"C57BL/6J"	"CD4 TCRb CD44hi CD62Llo"	"dissection/trimming"	"male"
"GSM538374"	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"	NA	"T.4Nve.LN#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Subcutaneous LNs"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: 11c- 19- 49b- Gr1- TER119-"	"genetic background: C57BL/6J"	"phenotype markers: 4+ 8- 25- 62Lhi 44lo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.LN#1, Subcutaneous LN Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538374/suppl/GSM538374_EA07068_52756_MoGene_T.4Nve.LN_#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"
"GSM538375"	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"	NA	"T.4Nve.LN#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Subcutaneous LNs"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: 11c- 19- 49b- Gr1- TER119-"	"genetic background: C57BL/6J"	"phenotype markers: 4+ 8- 25- 62Lhi 44lo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.LN#2, Subcutaneous LN Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538375/suppl/GSM538375_EA07068_52757_MoGene_T.4Nve.LN_#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"
"GSM538376"	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"	NA	"T.4Nve.LN#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Subcutaneous LNs"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: 11c- 19- 49b- Gr1- TER119-"	"genetic background: C57BL/6J"	"phenotype markers: 4+ 8- 25- 62Lhi 44lo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.LN#3, Subcutaneous LN Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538376/suppl/GSM538376_EA07068_52758_MoGene_T.4Nve.LN_#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"
"GSM538377"	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"	NA	"T.4Nve.MLN#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Mesenteric LN"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: 11c- 19- 49b- Gr1- TER119-"	"genetic background: C57BL/6J"	"phenotype markers: 4+ 8- 25- 62Lhi 44lo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass Slide Disruption  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.MLN#1, Mesenteric LN Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538377/suppl/GSM538377_EA07068_55671_MoGene_T.4Nve.MLN_#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"
"GSM538378"	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"	NA	"T.4Nve.MLN#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Mesenteric LN"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: 11c- 19- 49b- Gr1- TER119-"	"genetic background: C57BL/6J"	"phenotype markers: 4+ 8- 25- 62Lhi 44lo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass Slide Disruption  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.MLN#2, Mesenteric LN Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538378/suppl/GSM538378_EA07068_55672_MoGene_T.4Nve.MLN_#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"
"GSM538379"	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"	NA	"T.4Nve.MLN#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Mesenteric LN"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: 11c- 19- 49b- Gr1- TER119-"	"genetic background: C57BL/6J"	"phenotype markers: 4+ 8- 25- 62Lhi 44lo"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass Slide Disruption  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.MLN#3, Mesenteric LN Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538379/suppl/GSM538379_EA07068_55673_MoGene_T.4Nve.MLN_#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"11c- 19- 49b- Gr1- TER119-"	"C57BL/6J"	"4+ 8- 25- 62Lhi 44lo"	"dissection/trimming"	"male"
"GSM538380"	"6 weeks"	"CD11b CD11c CD19 CD25 CD49b Ter119 Gr1"	"C57BL/6J"	"TCR+ CD4+ CD44low CD62Lhigh"	"dissection/trimming"	"male"	NA	"T.4Nve.PP#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Peyer's patches"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD11b CD11c CD19 CD25 CD49b Ter119 Gr1"	"genetic background: C57BL/6J"	"phenotype markers: TCR+ CD4+ CD44low CD62Lhigh"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.PP#1, Peyers Patches Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538380/suppl/GSM538380_EA07068_83933_MoGene_T.4NVE.PP#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD11b CD11c CD19 CD25 CD49b Ter119 Gr1"	"C57BL/6J"	"TCR+ CD4+ CD44low CD62Lhigh"	"dissection/trimming"	"male"
"GSM538381"	"6 weeks"	"CD11b CD11c CD19 CD25 CD49b Ter119 Gr1"	"C57BL/6J"	"TCR+ CD4+ CD44low CD62Lhigh"	"dissection/trimming"	"male"	NA	"T.4Nve.PP#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"Peyer's patches"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD11b CD11c CD19 CD25 CD49b Ter119 Gr1"	"genetic background: C57BL/6J"	"phenotype markers: TCR+ CD4+ CD44low CD62Lhigh"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"glass slide teasing  sorting on ARIA"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"T.4Nve.PP#2, Peyers Patches Naive CD4"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538381/suppl/GSM538381_EA07068_83934_MoGene_T.4NVE.PP#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD11b CD11c CD19 CD25 CD49b Ter119 Gr1"	"C57BL/6J"	"TCR+ CD4+ CD44low CD62Lhigh"	"dissection/trimming"	"male"
