SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
GSM538248	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#5, spleen CD4+ dendritic cell	CD11b CD45 CD4 CD11c CD8a	dissection/trimming
GSM538249	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#7	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#7, spleen CD4+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
GSM538250	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#8	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#8, spleen CD4+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
GSM538251	GSE15907	Dendritic Cells	Myeloid		DC.4+.Sp.ST#9	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.4+.Sp#9, spleen CD4+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
GSM605831	GSE15907	Dendritic Cells	Myeloid		DC.8-.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8-.Th#1, thymus CD8- DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
GSM605832	GSE15907	Dendritic Cells	Myeloid		DC.8-.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8-.Th#2, thymus CD8- DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
GSM605833	GSE15907	Dendritic Cells	Myeloid		DC.8-.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8-.Th#3, thymus CD8- DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
GSM605834	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	mesenteric lymph node	PI SA-PECy7		DC.8-4-11b-.MLN#1, CD11c+, CD8a-, CD4-, CD11b-	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM605835	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	mesenteric lymph node	PI SA-PECy7		DC.8-4-11b-.MLN#3, CD11c+, CD8a-, CD4-, CD11b-	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM605836	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.MLN#6	Mouse	C57BL/6J	Male	6 WEEKS	mesenteric LNs	PI SA-PECy7		DC.8-4-11b-.MLN#6, triple negative: CD11c+, CD11b-, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
GSM854291	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b-.SLN#3, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
GSM854292	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.SLN#4	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b-.SLN#4, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
GSM854293	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.SLN#5	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b-.SLN#5, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
GSM605837	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b-.Sp#1, triple negative: CD11c+, CD11b-, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
GSM605838	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b-.Sp#2, triple negative: CD11c+, CD11b-, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
GSM605839	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b-.Sp#4	Mouse	C57BL/6J	Male	6 WEEKS	spleen	Propidium iodide SA-PECy7		DC.8-4-11b-.Sp#4, CD11c+, CD8a-, CD4-, CD11b- DCs (triple negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
GSM538262	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8-4-11b+.MLN#3, mesenteric LN double negative dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM538263	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.MLN#4	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8-4-11b+.MLN#4, mesenteric LN double negative dendritic cell	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
GSM538264	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.MLN#5	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8-4-11b+.MLN#5, mesenteric LN double negative dendritic cell	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
GSM854285	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.SLN#2	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b+.SLN#2, double negative: CD11c+, CD11b+, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
GSM854286	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b+.SLN#3, double negative: CD11c+, CD11b+, CD4-, CD8-	CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eFluor450	dissection/trimming
GSM854287	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.SLN#4	Mouse	C57BL/6J	Male	6 WEEKS	subcutaneous LN	PI SA-PECy7		DC.8-4-11b+.SLN#4, CD11c+, CD8a-, CD4-, CD11b+ DCs (double negative)	CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 CD45-APC	dissection/trimming
GSM538265	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b+.Sp#1, spleen double negative dendritic cell	CD11b CD4 CD45 CD11c CD8a	dissection/trimming
GSM538266	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b+.Sp#2, spleen double negative dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
GSM538267	GSE15907	Dendritic Cells	Myeloid		DC.8-4-11b+.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8-4-11b+.Sp#3, spleen double negative dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
GSM538252	GSE15907	Dendritic Cells	Myeloid		DC.8+.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8+.MLN#1, mesenteric LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM538253	GSE15907	Dendritic Cells	Myeloid		DC.8+.MLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8+.MLN#2, mesenteric LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM538254	GSE15907	Dendritic Cells	Myeloid		DC.8+.MLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.8+.MLN#3, mesenteric LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM538255	GSE15907	Dendritic Cells	Myeloid		DC.8+.SLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.8+.SLN#1, skin draining LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM538256	GSE15907	Dendritic Cells	Myeloid		DC.8+.SLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.8+.SLN#2, skin draining LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM538257	GSE15907	Dendritic Cells	Myeloid		DC.8+.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Subcutaneous LNs	PI SA-PECy7		DC.8+.SLN#3, skin draining LN CD8+ dendritic cell	CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue CD45-APC	dissection/trimming
GSM538258	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#5	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#5, spleen CD8+ dendritic cell	CD11b CD4 CD45 CD11c CD8a	dissection/trimming
GSM538259	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#6	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#6, spleen CD8+ dendritic cell	CD11b CD4 CD45 CD11c CD8a	dissection/trimming
GSM605827	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#7	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#7, CD8 DCs	CD11b CD45 CD4 CD11c CD8a	dissection/trimming
GSM538260	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#8	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#8, spleen CD8+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
GSM538261	GSE15907	Dendritic Cells	Myeloid		DC.8+.Sp.ST#9	Mouse	C57BL/6J	Male	6 WEEKS	spleen	PI SA-PECy7		DC.8+.Sp#9, spleen CD8+ dendritic cell	CD11b CD11c CD45 CD8a CD4	dissection/trimming
GSM605828	GSE15907	Dendritic Cells	Myeloid		DC.8+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8+.Th#1, thymus CD8+ DCs (2 sorts pooled)	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
GSM605829	GSE15907	Dendritic Cells	Myeloid		DC.8+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8+.Th#2, thymus CD8+ DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
GSM605830	GSE15907	Dendritic Cells	Myeloid		DC.8+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	Streptavidin-PECy7, propidium iodide		DC.8+.Th#3, thymus CD8+ DCs	CD11b-FITC CD4-PE MHCII-APC CD11c-eFluor780 CD8-eFluor450	dissection/trimming
GSM538274	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11b+.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11b+.SLN#1, skin draining LN MHC IIhi langerin- CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b+	dissection/trimming
GSM538275	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11b+.SLN#2	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11b+.SLN#2, skin draining LN MHC IIhi langerin- CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b+	dissection/trimming
GSM538276	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11b+.SLN#3	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11b+.SLN#3, skin draining LN MHC IIhi langerin- CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b+	dissection/trimming
GSM538277	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11blo.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11blo.SLN#1, skin draining LN MHC IIhi langerin- CD103- CD11b- dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b-	dissection/trimming
GSM538278	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11blo.SLN#2	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11blo.SLN#2, skin draining LN MHC IIhi langerin- CD103- CD11b- dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b-	dissection/trimming
GSM538279	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang-103-11blo.SLN#3	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang-103-11blo.SLN#3, skin draining LN MHC IIhi langerin- CD103- CD11b- dendritic cell	MHCIIhi CD11c+ Langerin- CD103- CD11b-	dissection/trimming
GSM538271	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103-11b+.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103-11b+.SLN#1, skin draining LN MHC IIhi langerin+  CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin+ CD103- CD11b+	dissection/trimming
GSM538272	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103-11b+.SLN#2	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103-11b+.SLN#2, skin draining LN MHC IIhi langerin+  CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin+ CD103- CD11b+	dissection/trimming
GSM538273	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103-11b+.SLN#3	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103-11b+.SLN#3, skin draining LN MHC IIhi langerin+  CD103- CD11b+ dendritic cell	MHCIIhi CD11c+ Langerin+ CD103- CD11b+	dissection/trimming
GSM538268	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103+11blo.SLN#1	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103+11blo.SLN#1, skin draining LN MHC IIhi langerin+ CD103+ CD11blo dendritic cell	MHCIIhi CD11c+ Langerin+ CD103+ CD11b-	dissection/trimming
GSM538269	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103+11blo.SLN#2	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103+11blo.SLN#2, skin draining LN MHC IIhi langerin+ CD103+ CD11blo dendritic cell	MHCIIhi CD11c+ Langerin+ CD103+ CD11b-	dissection/trimming
GSM538270	GSE15907	Dendritic Cells	Myeloid		DC.IIhilang+103+11blo.SLN#3	Mouse	C57BL/6J	Male	10 WEEKS	iliac, axilary and inguinal lymph nodes	CD4 CD8		DC.IIhilang+103+11blo.SLN#3, skin draining LN MHC IIhi langerin+ CD103+ CD11blo dendritic cell	MHCIIhi CD11c+ Langerin+ CD103+ CD11b-	dissection/trimming
GSM538280	GSE15907	Dendritic Cells	Myeloid		DC.LC.Sk#4	Mouse	C57BL/6J	Male	6 WEEKS	skin	CD103- CD3-		DC.LC.Sk#4, epidermal langerhans cells	MHCII+ CD11b+ CD45+	dissection/trimming
GSM538281	GSE15907	Dendritic Cells	Myeloid		DC.LC.Sk#5	Mouse	C57BL/6J	Male	6 WEEKS	skin	CD103- CD3-		DC.LC.Sk#5, epidermal langerhans cells	MHCII+ CD11b+ CD45+	dissection/trimming
GSM605843	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	streptavidin-PECy7, propidium iodide		DC.pDC.8-.Sp#1, spleen CD8- plasmacytoid dentritic cells	GR1-PE CD11c-eFluor750 CD8-eFluor480 CD45-APC B220-FITC	dissection/trimming
GSM605844	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8-.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	streptavidin-PECy7, propidium iodide		DC.pDC.8-.Sp#2, spleen CD8- plasmacytoid dentritic cells	GR1-PE CD11c-eFluor750 CD8-eFluor480 CD45-APC B220-FITC	dissection/trimming
GSM605845	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8-.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	streptavidin-PECy7, propidium iodide		DC.pDC.8-.Sp#3, spleen CD8- plasmacytoid dentritic cells	GR1-PE CD11c-eFluor750 CD8-eFluor480 CD45-APC B220-FITC	dissection/trimming
GSM854297	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.MLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.pDC.8+.MLN#1, Mesenteric lymph node CD8+ plasmacytoid dendritic cells  CD11cint/CD8a+/CD4+/B220+/GR1+  (samples from 8/26/10+11/30/10 pooled together)	B220-FITC CD45-APC CD11c-eFluor780 GR1-PE CD8-eFluor450	dissection/trimming
GSM854298	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.MLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Mesenteric LN	PI SA-PECy7		DC.pDC.8+.MLN#2, Mesenteric lymph node CD8+ plasmacytoid dendritic cells  CD11cint/CD8a+/CD4+/B220+/GR1+  (samples from 8/25/10+12/01/10 pooled together)	B220-FITC CD45-APC CD11c-eFluor780 GR1-PE CD8-eFluor450	dissection/trimming
GSM854299	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.SLN#1	Mouse	C57BL/6J	Male	6 WEEKS	Skin LN	PI SA-PECy7		DC.pDC.8+.SLN#1, Skin lymph node CD8+ plasmacytoid dendritic cells  CD11cint/CD8a+/CD4+/B220+/GR1+	B220-FITC CD45-APC CD11c-eFluor780 GR1-PE CD8-eFluor450	dissection/trimming
GSM854300	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.SLN#2	Mouse	C57BL/6J	Male	6 WEEKS	Skin LN	PI SA-PECy7		DC.pDC.8+.SLN#2, Skin lymph node CD8+ plasmacytoid dendritic cells  CD11cint/CD8a+/CD4+/B220+/GR1+	B220-FITC CD45-APC CD11c-eFluor780 GR1-PE CD8-eFluor450	dissection/trimming
GSM854301	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	Skin LN	PI SA-PECy7		DC.pDC.8+.SLN#3, Skin lymph node CD8+ plasmacytoid dendritic cells  CD11cint/CD8a+/CD4+/B220+/GR1+	B220-FITC CD45-APC CD11c-eFluor780 GR1-PE CD8-eFluor450	dissection/trimming
GSM605840	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	spleen	streptavidin-PECy7, propidium iodide		DC.pDC.8+.Sp#1, spleen CD8+ plasmacytoid dentritic cells	GR1-PE CD11c-eFluor750 CD8-eFluor480 CD45-APC B220-FITC	dissection/trimming
GSM605841	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.Sp#2	Mouse	C57BL/6J	Male	6 WEEKS	spleen	streptavidin-PECy7, propidium iodide		DC.pDC.8+.Sp#2, spleen CD8+ plasmacytoid dentritic cells	GR1-PE CD11c-eFluor750 CD8-eFluor480 CD45-APC B220-FITC	dissection/trimming
GSM605842	GSE15907	Dendritic Cells	Myeloid		DC.pDC.8+.Sp#3	Mouse	C57BL/6J	Male	6 WEEKS	spleen	streptavidin-PECy7, propidium iodide		DC.pDC.8+.Sp#3, spleen CD8+ plasmacytoid dentritic cells	GR1-PE CD11c-eFluor750 CD8-eFluor480 CD45-APC B220-FITC	dissection/trimming
GSM854302	GSE15907	CD45- EpCAm+ Ly51- MHCIIhi	Stroma		Ep.MEChi.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Ep.MEChi.Th#1, Medullary Epithelial Cells, MHC II hi	CD45-EpCAm+Ly51-MHCIIhi	dissection/trimming
GSM777041	GSE15907	CD45- EpCAm+ Ly51- MHCIIhi	Stroma		Ep.MEChi.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Ep.MEChi.Th#2, Thymic Medullary Epithelial Cells, MHCIIhi	CD45- EpCAm+ Ly51- MHCIIhi	dissection/trimming
GSM777042	GSE15907	CD45- EpCAm+ Ly51- MHCIIhi	Stroma		Ep.MEChi.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Ep.MEChi.Th#3, Thymic Medullary Epithelial Cells, MHCIIhi	CD45- EpCAm+ Ly51- MHCIIhi	dissection/trimming
GSM777043	GSE15907	Fibroblast	Stroma		Fi.MTS15+.Th#1	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Fi.MTS15+.Th#1, N/A	CD45- PDGFRa+ MTS15+	dissection/trimming
GSM777044	GSE15907	Fibroblast	Stroma		Fi.MTS15+.Th#2	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Fi.MTS15+.Th#2, N/A	CD45- PDGFRa+ MTS15+	dissection/trimming
GSM777045	GSE15907	Fibroblast	Stroma		Fi.MTS15+.Th#3	Mouse	C57BL/6J	Male	6 WEEKS	thymus	NA		Fi.MTS15+.Th#3, N/A	CD45- PDGFRa+ MTS15+	dissection/trimming
GSM777046	GSE15907	Fibroblast	Stroma		Fi.Sk#1	Mouse	C57BL/6J	Male	6 WEEKS	Skin	CD45- CD31- TER119-		Fi.Sk#1, gp38+CD31-CD140a+CD45- cells from the ears	gp38+ CD140a+	dissection/trimming
GSM777047	GSE15907	Fibroblast	Stroma		Fi.Sk#2	Mouse	C57BL/6J	Male	6 WEEKS	Skin	CD45- CD31- TER119-		Fi.Sk#2, gp38+CD31-CD140a+CD45- cells from the ears	gp38+ CD140a+	dissection/trimming
GSM777048	GSE15907	Fibroblast	Stroma		Fi.Sk#3	Mouse	C57BL/6J	Male	6 WEEKS	Skin	CD45- CD31- TER119-		Fi.Sk#3, gp38+CD31-CD140a+CD45- cells from the ears	gp38+ CD140a+	dissection/trimming
GSM777049	GSE15907	Fibroblast	Stroma		Fi.Sk#4	Mouse	C57BL/6J	Male	6 WEEKS	Skin	CD45- CD31- TER119-		Fi.Sk#4, gp38+CD31-CD140a+CD45- cells from the ears	gp38+ CD140a+	dissection/trimming
GSM777050	GSE15907	Fibroblast	Stroma		FRC.MLN#3	Mouse	C57BL/6J	Male	6 DAYS	Mesenteric LN	CD45 TER119		FRC.MLN#3, gp38+CD31-CD45-	gp38+ CD31- CD140a+	dissection/trimming
GSM777051	GSE15907	Fibroblast	Stroma		FRC.MLN#5	Mouse	C57BL/6J	Male	6 DAYS	Mesenteric LN	CD45 TER119		FRC.MLN#5, gp38+CD31-CD140a+CD45- cells	gp38+ CD31- CD140a+	dissection/trimming
GSM777052	GSE15907	Fibroblast	Stroma		FRC.MLN#6	Mouse	C57BL/6J	Male	6 DAYS	Mesenteric LN	CD45 TER119		FRC.MLN#6, gp38+CD31-CD140a+CD45- cells	gp38+ CD31- CD140a+	dissection/trimming
GSM777053	GSE15907	Fibroblast	Stroma		FRC.MLN#7	Mouse	C57BL/6J	Male	6 DAYS	Mesenteric LN	CD45 TER119		FRC.MLN#7, gp38+CD31-CD140a+CD45- cells	gp38+ CD31- CD140a+	dissection/trimming
GSM777054	GSE15907	Fibroblast	Stroma		FRC.MLN#8	Mouse	C57BL/6J	Male	6 DAYS	Mesenteric LN	CD45 TER119		FRC.MLN#8, gp38+CD31-CD140a+CD45-	gp38+ CD31- CD140a+	dissection/trimming
GSM2176415	GSE15907	Fibroblast	Stroma		FRC.SLN.OT#1	Mouse	B6 (stroma) received B6 OT-I Rag1-/- T cells	Male	6 WEEKS	lymph node (subcutaneous)	CD45, Ter119, CD31			gp38, CD140a	MACS negative selection for CD45 followed by FACS
GSM2176416	GSE15907	Fibroblast	Stroma		FRC.SLN.OT#2	Mouse	B6 (stroma) received B6 OT-I Rag1-/- T cells	Male	6 WEEKS	lymph node (subcutaneous)	CD45, Ter119, CD31			gp38, CD140a	MACS negative selection for CD45 followed by FACS
GSM2176417	GSE15907	Fibroblast	Stroma		FRC.SLN.OT#3	Mouse	B6 (stroma) received B6 OT-I Rag1-/- T cells	Male	6 WEEKS	lymph node (subcutaneous)	CD45, Ter119, CD31			gp38, CD140a	MACS negative selection for CD45 followed by FACS
GSM777055	GSE15907	Fibroblast	Stroma		FRC.SLN#1	Mouse	C57BL/6J	Male	6 WEEKS	cutaneous LN	CD45 TER119		FRC.SLN#1, FRCs from the SLN	gp38+ CD31- CD140a+	dissection/trimming
GSM777056	GSE15907	Fibroblast	Stroma		FRC.SLN#3	Mouse	C57BL/6J	Male	6 WEEKS	cutaneous LN	CD45 TER119		FRC.SLN#3, FRCs from the SLN	gp38+ CD31- CD140a+	dissection/trimming
GSM777057	GSE15907	Fibroblast	Stroma		FRC.SLN#5	Mouse	C57BL/6J	Male	6 WEEKS	cutaneous LN	CD45 TER119		FRC.SLN#5, FRCs from the SLN	gp38+ CD31- CD140a+	dissection/trimming
GSM777058	GSE15907	Fibroblast	Stroma		FRC.SLN#6	Mouse	C57BL/6J	Male	6 WEEKS	cutaneous LN	CD45 TER119		FRC.SLN#6, FRCs from the SLN	gp38+ CD31- CD140a+	dissection/trimming
GSM854303	GSE15907	Granulocytes	Myeloid		GN.Arth.BM#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone marrow	NA		GN.Arth.BM#1, GN.Arth.BM	CD11b+ Ly6-G+	dissection/trimming
