SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
GSM2112450	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP+.Adult.KO#2	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP+	MoFlo Sorter
GSM2112451	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP+.Adult.KO#3	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP+	MoFlo Sorter
GSM2112446	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP+.Adult#6	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP+	MoFlo Sorter
GSM2112447	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP+.Adult#7	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP+	MoFlo Sorter
GSM2112448	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP+.Adult#8	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP+	MoFlo Sorter
GSM1136119	GSE37448	Macrophages	Myeloid		MF.11c-11b+.Lu#1	Mouse	C57Bl/6	NA	6 WEEKS	Lung	NULL	NA		MertK+ CD64+ CD11c- CD11b+	FACSAria
GSM1136120	GSE37448	Macrophages	Myeloid		MF.11c-11b+.Lu#2	Mouse	C57Bl/6	NA	6 WEEKS	Lung	NULL	NA		MertK+ CD64+ CD11c- CD11b+	Dissection/trimming
GSM1136121	GSE37448	Macrophages	Myeloid		MF.11c-11b+.Lu#3	Mouse	C57Bl/6	NA	6 WEEKS	Lung	NULL	NA		MertK+ CD64+ CD11c- CD11b+	Dissection/trimming
GSM2112455	GSE37448	Macrophages	Myeloid		MF.480hi.LV.Naive#1	Mouse	C57BL/6	Male	6 WEEKS	Liver	NULL	NA		PI- CD45+ CD64+ Mertk+ F480hi	FACSAria
GSM2112456	GSE37448	Macrophages	Myeloid		MF.480hi.LV.Naive#2	Mouse	C57BL/6	Male	6 WEEKS	Liver	PI	NA		CD45+ Mertk+ CD64+ F480hi	FACSAria
GSM2112457	GSE37448	Macrophages	Myeloid		MF.480hi.LV.Naive#3	Mouse	C57BL/6	Male	6 WEEKS	Liver	PI	NA		CD45+ Mertk+ CD64+ F480hi	FACSAria
GSM2112458	GSE37448	Macrophages	Myeloid		MF.480int.LV.Naive#1	Mouse	C57BL/6	Male	6 WEEKS	Liver	NULL	NA		PI- CD45+ CD64+ Mertk+ F480lo	FACSAria
GSM2112459	GSE37448	Macrophages	Myeloid		MF.480int.LV.Naive#2	Mouse	C57BL/6	Male	6 WEEKS	Liver	NULL	NA		CD45+ Mertk+ CD64+ F480lo	FACSAria
GSM2112460	GSE37448	Macrophages	Myeloid		MF.480int.LV.Naive#3	Mouse	C57BL/6	Male	6 WEEKS	Liver	NULL	NA		CD45+ Mertk+ CD64+ F480lo	FACSAria
GSM1136122	GSE37448	Macrophages	Myeloid		MF.Alv.Lu#1	Mouse	C57BL/6	NA	6 WEEKS	Lung	NULL	NA		MertK+ CD64+ CD11c+ CD11b-	FACSAria
GSM1136123	GSE37448	Macrophages	Myeloid		MF.Alv.Lu#2	Mouse	C57BL/6	NA	6 WEEKS	Lung	NULL	NA		MertK+ CD64+ CD11c+ CD11b-	FACSAria
GSM1136124	GSE37448	Macrophages	Myeloid		MF.Alv.Lu#3	Mouse	C57BL/6	NA	6 WEEKS	Lung	NULL	NA		MertK+ CD64+ CD11c+ CD11b-	FACSAria
GSM1282109	GSE37448	Macrophages	Myeloid		MF.AT.v2#1	Mouse	C57BL/6J	Male	45 DAYS	Fat (Visceral)	B220 SiglecF	NA		CD45+ CD64+ Mertk+	FACSAria
GSM1282110	GSE37448	Macrophages	Myeloid		MF.AT.v2#3	Mouse	C57BL/6J	Male	50 DAYS	Fat (Visceral)	B220 SiglecF	NA		CD45+ CD64+ Mertk+	FACSAria
GSM1282111	GSE37448	Macrophages	Myeloid		MF.AT.v2#4	Mouse	C57BL/6J	Male	52 DAYS	Fat (Visceral)	B220 SiglecF	NA		CD45+ CD64+ Mertk+	FACSAria
GSM1308353	GSE37448	Macrophages	Myeloid		MF.F480hi.ctrl.PC#1	Mouse	mixed background	Male	9 WEEKS	Peritoneal Cavity	NULL	NA		F4/80hi ICAM2hi CD11bhi	FACSAria
GSM1308354	GSE37448	Macrophages	Myeloid		MF.F480hi.ctrl.PC#2	Mouse	mixed background	Male	9 WEEKS	Peritoneal Cavity	NULL	NA		F4/80hi ICAM2hi CD11bhi	FACSAria
GSM1308355	GSE37448	Macrophages	Myeloid		MF.F480hi.ctrl.PC#3	Mouse	mixed background	Male	9 WEEKS	Peritoneal Cavity	NULL	NA		F4/80hi ICAM2hi CD11bhi	FACSAria
GSM1308350	GSE37448	Macrophages	Myeloid		MF.F480hi.Gata6ko.PC#1	Mouse	mixed background	Male	9 WEEKS	Peritoneal Cavity	NULL	NA		F4/80hi ICAM2hi CD11bhi	FACSAria
GSM1308351	GSE37448	Macrophages	Myeloid		MF.F480hi.Gata6ko.PC#2	Mouse	mixed background	Male	9 WEEKS	Peritoneal Cavity	NULL	NA		F4/80hi ICAM2hi CD11bhi	FACSAria
GSM1308352	GSE37448	Macrophages	Myeloid		MF.F480hi.Gata6ko.PC#3	Mouse	mixed background	Male	9 WEEKS	Peritoneal Cavity	NULL	NA		F4/80hi ICAM2hi CD11bhi	FACSAria
GSM1136130	GSE37448	Monocytes	Myeloid		Mo.6+2-.BL#2	Mouse	C57BL/6	NA	6 WEEKS	Blood	B220, CD3, Nk1.1, Ly6G	NA		CD115+ Ly6C+ MHCII+	Dissection/trimming
GSM1136131	GSE37448	Monocytes	Myeloid		Mo.6+2-.BL#3	Mouse	C57BL/6	NA	6 WEEKS	Blood	B220, CD3, Nk1.1, Ly6G	NA		CD115+ Ly6C+ MHCII+	Dissection/trimming
GSM1136125	GSE37448	Monocytes	Myeloid		Mo.6+2+.BL#1	Mouse	C57BL/6	NA	6 WEEKS	Blood	B220, CD3, Nk1.1, Ly6G	NA		CD115+ Ly6C+ MHCII+	FACSAria
GSM1136126	GSE37448	Monocytes	Myeloid		Mo.6+2+.MLN#1	Mouse	C57BL/6	NA	6 WEEKS	Lymph Node (Mesenteric)	B220, CD3, Nk1.1	NA		CD11b+ Ly6C+ MHCII+ CD64+ CD11cint/lo	FACSAria
GSM1136127	GSE37448	Monocytes	Myeloid		Mo.6+2+.SLN#1	Mouse	C57BL/6	NA	6 WEEKS	Lymph Node (Skin-Draining)	B220, CD3, Nk1.1	NA		CD11b+ CD64+ Ly6C+ MHCII+ CD11cint/lo	FACSAria
GSM1136128	GSE37448	Monocytes	Myeloid		Mo.6+2+.SLN#2	Mouse	C57BL/6	NA	6 WEEKS	Lymph Node (Skin-Draining)	B220, CD3, Nk1.1	NA		CD11b+ CD64+ Ly6C+ MHCII+ CD11cint/lo	Dissection/trimming
GSM1136129	GSE37448	Monocytes	Myeloid		Mo.6+2+.SLN#3	Mouse	C57BL/6	NA	6 WEEKS	Lymph Node (Skin-Draining)	B220, CD3, Nk1.1	NA		CD11b+ CD64+ Ly6C+ MHCII+ CD11cint/lo	Dissection/trimming
GSM1398483	GSE37448	Monocytes	Myeloid		Mo.Lu#1	Mouse	C57BL/6	Male	6 WEEKS	Lung	NULL	NA		MertK- CD11cint/lo CD11b+ CD64+ Ly6C+ MHCII+	FACSAria
GSM1398484	GSE37448	Monocytes	Myeloid		Mo.Lu#2	Mouse	C57BL/6	Male	6 WEEKS	Lung	NULL	NA		MertK- CD11cint/lo CD11b+ CD64+ Ly6C+ MHCII+	FACSAria
GSM1398485	GSE37448	Monocytes	Myeloid		Mo.Lu#3	Mouse	C57BL/6	Male	6 WEEKS	Lung	NULL	NA		MertK- CD11cint/lo CD11b+ CD64+ Ly6C+ MHCII+	FACSAria
GSM1585336	GSE37448	NK cells	T lineage		NK.CD127-.SI#1	Mouse	B6 RORgt-GFP	Male	52 DAYS	Small Intestine (Lamina Propria)	CD3/CD19/7aad	NA		CD45+ NKp46+ RORgt- CD127- NK1.1+	FACSAria
GSM1585337	GSE37448	NK cells	T lineage		NK.CD127-.SI#3	Mouse	B6 RORgt-GFP	Male	46 DAYS	Small Intestine (Lamina Propria)	CD3/CD19/7aad	NA		CD45+ NKp46+ RORgt- CD127- NK1.1+	FACSAria
GSM1585330	GSE37448	NK cells	T lineage		NK.CD127-.Sp#1	Mouse	C57BL/6	Male	10 WEEKS	Spleen	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ CD127-	FACSAria
GSM1585331	GSE37448	NK cells	T lineage		NK.CD127-.Sp#2	Mouse	C57BL/6	Male	9 WEEKS	Spleen	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ CD127-	FACSAria
GSM1585332	GSE37448	NK cells	T lineage		NK.CD127-.Sp#3	Mouse	C57BL/6	Male	7 WEEKS	Spleen	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ CD127-	FACSAria
GSM1585333	GSE37448	NK cells	T lineage		NK.CD49b+.Lv#1	Mouse	C57BL/6	Male	10 WEEKS	Liver	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ DX5+ TRAIL-	FACSAria
GSM1585334	GSE37448	NK cells	T lineage		NK.CD49b+.Lv#2	Mouse	C57BL/6	Male	9 WEEKS	Liver	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ DX5+ TRAIL-	FACSAria
GSM1585335	GSE37448	NK cells	T lineage		NK.CD49b+.Lv#3	Mouse	C57BL/6	Male	10 WEEKS	Liver	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ DX5+ TRAIL-	FACSAria
GSM5726120	GSE37448	NK cells	T lineage		SG.NK.CD49a-#2	Mouse	B6	Male	6 WEEKS	Whole Tissue	CD3, CD19, F4/80, 7AAD	NA		NK1.1+ CD49a-	FACSAria
GSM5726116	GSE37448	NK cells	T lineage		SG.NK.CD49a+#1	Mouse	B6	Male	6 WEEKS	Whole Tissue	CD3, CD19, F4/80, 7AAD	NA		NK1.1+ CD49a+	FACSAria
GSM5726117	GSE37448	NK cells	T lineage		SG.NK.CD49a+#2	Mouse	B6	Male	6 WEEKS	Whole Tissue	CD3, CD19, F4/80, 7AAD	NA		NK1.1+ CD49a+	FACSAria
GSM5726118	GSE37448	NK cells	T lineage		SG.NK.CD49a+#3	Mouse	B6	Male	6 WEEKS	Whole Tissue	CD3, CD19, F4/80, 7AAD	NA		NK1.1+ CD49a+	FACSAria
GSM5726119	GSE37448	NK cells	T lineage		SG.NK.CD49a+#4	Mouse	B6	Male	6 WEEKS	Whole Tissue	CD3, CD19, F4/80, 7AAD	NA		NK1.1+ CD49a+	FACSAria
GSM2112461	GSE37448	CD4 T cells	T lineage		T.4Eff49d+11a+.Sp.d8.LCMV#1	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44+ CD11a+ CD49d+	FACSAria
GSM2112462	GSE37448	CD4 T cells	T lineage		T.4Eff49d+11a+.Sp.d8.LCMV#2	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44+ CD11a+ CD49d+	FACSAria
GSM2112463	GSE37448	CD4 T cells	T lineage		T.4Mem49d+11a+.Sp.d30.LCMV#1	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44+ CD11a+ CD49d+	FACSAria
GSM2112464	GSE37448	CD4 T cells	T lineage		T.4Mem49d+11a+.Sp.d30.LCMV#2	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44+ CD11a+ CD49d+	FACSAria
GSM2112465	GSE37448	CD4 T cells	T lineage		T.4Nve44-49d-11a-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44-	FACSAria
GSM2112466	GSE37448	CD4 T cells	T lineage		T.4Nve44-49d-11a-.Sp#3	Mouse	C57BL/6	Male	6 WEEKS	Spleen	B220- LY-6G- NK1.1- MHCII-	NA		CD4+ CD44-	FACSAria
GSM2112470	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet-.Sp.OT1.d6LisOVA#1	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.1+ CD45.2- CD8+	FACSAria
GSM2112471	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet-.Sp.OT1.d6LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.1+ CD45.2- CD8+	FACSAria
GSM2112472	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet-.Sp.OT1.d6LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.1+ CD45.2- CD8+	FACSAria
GSM2112467	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet+.Sp.OT1.d6LisOVA#1	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.2+ CD45.1- CD8+	FACSAria
GSM2112468	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet+.Sp.OT1.d6LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.2+ CD45.1- CD8+	FACSAria
GSM2112469	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet+.Sp.OT1.d6LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.2+ CD45.1- CD8+	FACSAria
GSM2112473	GSE37448	CD8 T cells	T lineage		T.8EffKLRG1+CD127-.Sp.d8.LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1+ CD127-	FACSAria
GSM2112474	GSE37448	CD8 T cells	T lineage		T.8EffKLRG1+CD127-.Sp.d8.LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1+ CD127-	FACSAria
GSM2112475	GSE37448	CD8 T cells	T lineage		T.8MemKLRG1-CD127+.Sp.d8.LisOVA#1	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1- CD127+	FACSAria
GSM2112476	GSE37448	CD8 T cells	T lineage		T.8MemKLRG1-CD127+.Sp.d8.LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1- CD127+	FACSAria
GSM2112477	GSE37448	CD8 T cells	T lineage		T.8MemKLRG1-CD127+.Sp.d8.LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1- CD127+	FACSAria
GSM1282112	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.69-.e17.Th.v2#1	Mouse	C57BL/6J	Mixed	5 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	Dissection / Trimming
GSM1282113	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.69-.e17.Th.v2#2	Mouse	C57BL/6J	Mixed	5 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	Dissection / Trimming
GSM1282114	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.69-.e17.Th.v2#3	Mouse	C57BL/6J	Mixed	5 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	Dissection / Trimming
GSM1282115	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th.v2#1	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	FACSAria
GSM1282116	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th.v2#2	Mouse	NA	Male	6 WEEKS	Thymus		NA		CD4+ CD8+ CD69-	FACSAria
GSM1282117	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th.v2#3	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	FACSAria
GSM1282118	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th.v2#1	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69+	FACSAria
GSM1282119	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th.v2#2	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69+	FACSAria
GSM1282120	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th.v2#3	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69+	FACSAria
GSM920648	GSE37448	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th.v2#1	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1-	NA		TCRd+ Vg2+ CD24hi	Dissection/trimming
GSM920649	GSE37448	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th.v2#2	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1-	NA		TCRd+ Vg2+ CD24hi	Dissection/trimming
GSM920650	GSE37448	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th.v2#3	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1-	NA		TCRd+ Vg2+ CD24hi	Dissection/trimming
GSM920651	GSE37448	gd T cells	T lineage		Tgd.vg4+24ahi.e17.Th#1	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24hi	Dissection/trimming
GSM920652	GSE37448	gd T cells	T lineage		Tgd.vg4+24ahi.e17.Th#2	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24hi	Dissection/trimming
GSM920653	GSE37448	gd T cells	T lineage		Tgd.vg4+24ahi.e17.Th#3	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24hi	Dissection/trimming
GSM920654	GSE37448	gd T cells	T lineage		Tgd.vg4+24alo.e17.Th#1	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg2- Vg3- Vg1.1- Vg5-	NA		TCRd+ CD24lo	Dissection/trimming
GSM920655	GSE37448	gd T cells	T lineage		Tgd.vg4+24alo.e17.Th#2	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24lo	Dissection/trimming
