GeneSymbol	VPK1	VPK2	VPK3	VPK4	WT1	WT2	WT3	WT4
Lonrf1	8.915602133	8.973345247	8.936992554	9.173483445	8.875314677	8.996412551	8.6193586	9.017678856
Gm5841	7.811527556	8.258505376	7.681949558	7.925884175	8.035141666	8.250669213	7.863649672	8.145937151
Gm9776	7.094597638	7.172880166	7.222801974	6.695177876	7.126434587	7.138748031	7.262460258	7.249724269
Ttc41	6.73173005	6.893051537	6.711235003	6.588477139	6.475593813	6.517833445	6.753489607	6.690846979
NA	6.419512241	6.163909605	6.643943503	6.405917652	6.30027245	6.075220465	6.490056775	6.212116767
Rhcg	6.142161656	6.022700756	6.052627835	6.063402844	5.903897585	6.075220465	5.809557358	5.989335813
NA	5.813234104	5.810013484	5.740755467	5.748011487	5.969306914	5.985037623	5.613549707	5.989335813
Dusp9	5.723433949	5.670030738	5.788663838	5.489832899	5.601333244	5.762331501	6.052318095	5.765547541
Snx2	12.35427663	12.29632913	12.36705541	12.17898909	12.38300553	12.58893607	12.22233405	12.38472428
Rnf181	10.38365846	10.49573795	10.38323738	10.35568764	10.21611551	10.20567244	10.55074885	10.19583858
Ddhd2	9.679049052	9.536276538	9.649141974	9.816898114	9.573001677	9.642910658	9.487743423	9.617485306
Wdr4	8.260149715	8.671004494	8.548872122	8.032808715	8.512997258	8.747603116	8.194520057	8.747116289
Gm19710	6.243911955	5.958505048	5.740755467	5.883473417	5.903897585	5.95249566	5.809557358	5.668797678
Dbr1	8.767980426	8.912467483	8.747245057	8.676916319	8.798345548	9.039764339	8.744492058	8.93306519
Pyroxd1	7.393741869	7.428327838	7.554125784	7.526448257	7.459901729	7.25013526	7.392185813	7.3713435
NA	6.399185368	6.351692465	6.299743103	6.712024967	6.341964816	6.38457212	6.213808272	6.349018945
Pik3r2	10.31438186	10.37043162	10.38095799	10.16527712	10.33454264	10.39217456	10.5007211	10.3543827
Lypd11	5.891819893	5.958505048	5.382602196	6.094919696	5.464865535	5.95249566	5.809557358	5.373678634
NA	5.891819893	5.991272404	6.250353486	6.063402844	5.969306914	5.84502656	5.923701193	5.989335813
Srsf6	11.81366545	11.84313548	11.73218855	11.52285685	11.81403196	11.92871281	11.64974467	11.95197255
Elovl6	10.50211749	10.43444656	10.24593607	10.06699834	10.53934882	10.64987787	10.05312919	10.57154029
1110038F14Rik	8.813573191	8.746172728	8.813340256	8.488683976	8.694255119	8.890817316	8.865633882	8.855445203
Gm10224	7.160232987	6.944291662	6.986880947	6.823580002	6.961936338	7.159732455	7.212814485	7.071187393
Gcnt4	5.891819893	5.958505048	5.788663838	5.569492639	5.903897585	6.156512394	5.720228359	5.989335813
Tle6	6.357266526	6.646721371	6.608733552	6.550509975	6.527999995	6.683497123	6.782511224	6.659500174
Pds5b	10.45895593	10.27505739	10.10800551	10.13649137	10.5537537	10.47807069	10.04911635	10.40322869
Spsb2	8.643561503	8.961947785	8.873249966	8.967146025	8.616922063	8.581005045	8.994145813	8.740479998
Uprt	8.826336179	8.656900168	8.593208376	8.982692693	8.843256422	8.547468891	8.622987507	8.578615819
Rbks	8.288288795	8.125583091	8.160151621	8.050852468	8.169505773	8.018395844	7.930507951	8.094336296
Ccpg1os	6.939412633	6.81187145	7.306214892	7.508808555	6.812429285	6.713889069	7.452555458	6.765666531
Psmd13	10.78412962	10.94579851	10.78337502	10.71945129	10.9272944	10.87662529	10.84482013	10.91024317
Gm5487	6.976984185	6.956772986	7.074549684	6.808276895	7.262832579	7.138748031	6.943190037	6.940561517
Alms1-ps2	6.515581364	6.472143709	6.198213265	6.337163842	6.278733668	6.321669805	6.284811999	6.187218916
Ttc8	6.057239212	6.189568811	6.275368796	6.183033169	6.341964816	6.321669805	6.16323099	6.349018945
Rad54l2	10.08399101	10.1279123	9.984278417	10.02123525	10.26181144	10.23732273	9.929049587	10.1641428
Scaf8	10.36963351	10.36613286	10.26707571	10.58191144	10.40972978	10.32939108	10.16612297	10.28920576
Me2	11.26794534	11.2285927	11.25829578	11.27395454	11.35437031	11.3456481	11.25653326	11.32481939
Ikbkg	10.06134092	10.07882961	10.18451627	10.40133104	10.12857773	9.912210856	10.20270234	10.05270475
Adnp2	10.25105251	10.15807139	10.18582294	10.14477476	10.07837409	10.24541607	9.933411022	10.10629745
Csrnp1	9.193979263	9.278837516	9.039224654	9.031335101	8.901018692	9.099866511	9.064983989	9.092373768
Cracdl	5.672602719	5.720626023	5.833097001	5.636395762	5.705364699	6.046273757	5.957953677	5.612769975
Hmgcl	10.16495314	10.2009512	10.42808384	10.61605832	10.24081539	9.826897734	10.46904861	10.23977432
NA	5.853686361	5.47379457	5.630427723	5.748011487	5.868794088	5.882721538	5.669666496	5.848649302
Prr15	6.76161447	6.709540118	6.661143337	6.550509975	7.01920829	6.743500176	6.891974422	6.506405393
9930021J03Rik	9.855228707	9.579683185	9.651037255	10.05532707	9.736825954	9.634121362	9.532558253	9.780863191
Srsf2	12.16468377	12.25684638	12.04110177	11.66150065	12.16177568	12.38365307	11.93179449	12.25919733
Fam91a1	11.22247197	11.24330949	11.1003919	11.17437725	11.45177073	11.286965	11.04130124	11.34560406
Dpagt1	10.45487439	10.44874572	10.36835648	10.0376408	10.36753861	10.61194018	10.4579984	10.36514317
Tceanc2	9.517952442	9.365570516	9.447930423	9.7092379	9.412028406	9.31563326	9.544022673	9.363849007
Tmem81	7.170851057	7.375708516	7.222801974	7.10715883	7.136673459	7.016674142	7.129170685	7.168799364
NA	5.995311126	5.766996757	5.740755467	5.385619776	5.903897585	6.130262026	5.549636435	5.989335813
Dpy19l1	9.815955344	9.99218265	9.610701803	9.671481994	10.06837079	9.952336035	9.662687731	9.896722995
Ddx20	9.06558846	9.072027927	8.899089605	8.755201105	9.147393767	9.245718884	8.761032688	9.130840403
Trnt1	9.035727083	9.050679517	9.241818464	9.189630228	9.359581771	9.250333864	9.067639682	9.230996402
Gm20300	7.31099755	7.108551434	7.145119213	7.244412808	7.156907695	6.814401172	7.192409309	7.137087542
NA	6.71649429	6.906065138	6.849726405	6.550509975	6.914120624	6.881303372	6.878825866	6.849567
Amigo2	6.21952288	5.888242905	6.052627835	5.841415307	5.792505681	6.364043079	6.188874709	6.212116767
Ak1	5.891819893	5.720626023	5.913875859	5.695118555	5.831771699	5.95249566	5.923701193	6.020697472
Ppil2	10.77842639	10.76012667	10.88174095	10.86183935	10.71623788	10.71374869	10.86852695	10.65456748
Smpd5	7.094597638	7.075122187	7.579031543	7.378333201	7.146830684	7.016674142	7.948194678	7.666675167
Pigg	8.023306749	8.04040895	8.042013309	7.970913955	8.292097514	8.164312842	7.857407958	8.176007917
Ifngr2	11.49301733	11.44621406	11.61640961	11.58702701	11.39642202	11.48683702	11.56431059	11.36126693
4933404O12Rik	7.744519891	7.949682253	7.674304123	7.435825731	7.777531558	7.933442339	7.863649672	7.770158544
Rpl41	13.69551482	13.66753182	13.72552191	13.31358931	13.54187591	13.83641923	13.92906513	13.60616227
Rpl10-ps6	11.78551787	11.60276517	11.78999271	11.49507327	11.68793901	11.77398532	11.9827735	11.66527302
Npr1	6.357266526	6.082072066	6.083804601	6.125297447	6.162902938	5.91845869	6.136821603	5.922437868
Mllt11	7.76496845	7.820799424	7.79878729	7.892798856	7.491368839	7.798570051	7.67716672	7.847658485
Gm8158	5.995311126	6.110229208	6.113856773	6.210555673	6.162902938	6.016251161	6.37198266	6.349018945
Celsr1	7.437564528	7.551437858	7.233526503	7.287099502	7.126434587	7.42257174	7.118319348	7.35335174
NA	6.114789183	5.85028171	6.198213265	6.125297447	6.112033356	6.230916838	6.329365498	6.135241058
Zfp229	6.533793626	6.137484169	6.369404227	6.606980935	6.715687773	6.517833445	6.613018304	6.370069856
NA	5.962397908	5.958505048	6.020206314	5.748011487	6.112033356	6.182002646	6.08144347	5.808469347
5830454E08Rik	5.475438096	5.810013484	5.688470549	5.695118555	5.750566437	5.762331501	5.88773629	5.808469347
Rbm48	7.592084607	7.551437858	7.603485699	7.543859073	7.624494248	7.677428466	7.596311493	7.783382829
Gna15	10.20196299	10.31016871	10.20399283	10.12397625	10.09324991	10.15378482	10.19424988	10.09340884
Xrcc3	8.156969438	8.03490875	7.893446506	7.698940897	8.101450697	8.144377829	7.999940122	8.046206274
Gm14276	7.181381848	7.040781507	6.960653376	6.911506312	6.938261898	6.86821806	6.782511224	7.048433204
Poli	8.23143569	8.30924606	8.279037715	8.014527962	8.300766706	8.318786483	8.403944051	8.234280254
NA	5.813234104	5.766996757	5.874681947	5.960675339	5.750566437	5.666061453	5.766568667	5.765547541
Rnf170	8.643561503	8.4957077	8.729329374	8.916228083	8.716979954	8.562471845	8.589988475	8.482233759
NA	6.533793626	6.853148328	6.608733552	6.6607204	6.475593813	6.40469219	6.723727566	6.559843297
Id2	11.12184572	11.19809654	11.35374257	11.37708542	11.11682897	11.05749251	11.29541287	11.20422007
Il21r	8.81996897	8.705665007	8.843609717	9.168060473	9.091523256	8.872933028	9.270176117	8.84311977
Tgfb2	5.962397908	5.720626023	6.113856773	6.063402844	5.601333244	5.666061453	6.16323099	5.719279814
Clcn7	11.32605629	11.29055272	11.16802302	11.19112533	11.31317309	11.29589333	11.3604885	11.29700664
Fbxl17	8.499214678	8.820731867	8.528251659	8.714732415	8.47913123	8.635195165	8.556203712	8.494151888
Mtpn	12.7312997	12.83930291	12.76550985	12.90312054	12.9689908	12.87314947	12.76036199	12.96047478
Rps15a-ps3	6.142161656	6.110229208	6.142886147	6.154639184	6.13784051	6.103188745	6.452173784	6.305521273
Usp40	8.751337028	8.639070586	8.995021099	9.135084119	8.773801492	8.606551408	8.812707645	8.861568204
NA	5.962397908	6.351692465	5.788663838	5.923110108	5.831771699	5.882721538	5.88773629	5.989335813
Tal2	5.995311126	5.958505048	6.198213265	6.154639184	6.341964816	5.95249566	6.188874709	6.305521273
NA	7.504809834	7.768343752	7.619546038	7.057911284	7.581564578	7.670372353	7.812905331	7.570139343
Gtf2e1	8.790959181	8.795238458	8.77544931	8.565341457	8.878193652	9.107523015	8.498042409	8.921394974
Fhdc1	6.290865735	6.163909605	6.198213265	6.063402844	6.029480515	5.985037623	6.109583297	6.135241058
Mrps17	9.69991683	9.648644155	9.664234697	9.452911534	9.719340787	9.8422356	9.646830138	9.63539666
Ufd1	9.839647795	9.904439687	9.981270618	9.861159368	9.763437062	9.779877672	9.809165416	9.915889715
Rbl1	11.13274115	11.12241649	10.84831845	10.80899305	11.24603792	11.20993728	10.90003636	11.03538211
Crls1	8.810364506	8.788793198	8.955573279	8.661503698	8.773801492	9.047748465	8.744492058	9.097562787
Txnl4a	8.689755912	8.833309594	8.80993696	8.39833654	8.92069548	8.923034192	8.615720394	8.786297327
Cd200r2	6.846963645	6.981362157	7.316275851	7.651857596	6.99661617	6.993142595	6.980243099	7.278811948
Xlr3a	5.475438096	6.839547357	5.630427723	5.883473417	6.112033356	5.716292434	5.613549707	6.020697472
NA	9.327550752	9.164339854	9.450110482	9.498936301	9.24633719	9.215353692	9.297552541	9.311283485
Ythdc2	9.318572698	9.236965735	9.20352817	9.44173229	9.517033956	9.386493081	9.119743874	9.626468889
NA	5.770019466	5.720626023	5.688470549	5.883473417	5.601333244	5.666061453	5.669666496	5.668797678
Mif4gd	9.373785047	9.420609559	9.401367203	9.300311844	9.237416079	9.264090306	9.445566841	9.178126307
Zfp335os	6.243911955	6.330142698	6.224651938	6.288519592	5.868794088	6.046273757	6.261735646	6.327511404
Rfx1	10.03696357	9.846945665	9.871829517	9.778352177	9.825660825	9.852875622	9.821770412	9.682671083
Tbrg4	10.68483679	10.80606079	10.60546908	10.1267668	10.56801602	10.9813548	10.492868	10.85255232
Itgb1bp1	9.032981236	9.079952146	9.027570037	9.126719963	9.250777006	9.099866511	9.075577308	9.170763147
1700120C14Rik	6.026878477	5.888242905	5.95102439	5.841415307	5.792505681	5.985037623	5.809557358	5.54895886
Smpd2	8.845268944	8.649795161	8.785883546	8.653734253	8.710524104	8.53990745	8.637411112	8.67931804
Atp6v0c	13.91822417	14.06088388	14.06224225	13.82676234	13.87654323	14.21247452	14.1165517	14.0561954
Mapk1	12.2332715	12.18519182	12.13634933	12.0992604	12.30801959	12.26052075	12.11040947	12.27524928
Slbp	10.88462561	10.88627559	10.78251205	10.6753647	10.92798555	10.97233203	10.80732596	10.86169635
Zswim4	10.31325492	10.31575252	10.59370877	10.42191922	10.16657989	10.33698462	10.38030904	10.37795054
Thra	8.88544753	8.798450187	8.792797484	8.849915127	8.822473972	9.007374376	9.064983989	8.799121771
Gm14308	7.348416845	7.453874816	7.233526503	7.407391403	7.624494248	7.405448058	7.452555458	7.389093082
Cyp26a1	6.874106503	6.769106121	6.906455386	6.588477139	6.671621551	7.084720263	6.91785129	6.965359065
Rnf180	6.194468776	6.052928657	5.95102439	6.405917652	6.439154629	6.075220465	6.284811999	6.370069856
Fhip2b	9.844339814	9.801468707	9.903956915	9.839198973	9.625163919	9.750909572	9.892180822	9.769557834
Pcgf2	7.301473298	7.302113639	7.122029457	7.095025879	7.095213154	7.49701125	7.400980194	7.297848846
Psd4	12.3196458	12.35766105	12.40145649	12.32056022	12.19631266	12.31285693	12.27333955	12.34643707
Zfp628	9.391013437	9.455487964	9.557120433	9.324871489	9.091523256	9.435914484	9.475818874	9.265957209
Gm2026	7.545183691	7.519699992	7.384622751	7.61133447	7.796286228	7.544429616	7.6483195	7.499013634
Eng	7.446158078	7.348591253	7.15650913	7.33856567	7.334775498	7.431051388	7.641010911	7.344262784
Gm6285	6.603739597	6.163909605	6.113856773	6.588477139	6.812429285	6.321669805	6.508501519	6.487984985
Zfp781	6.243911955	6.351692465	6.083804601	6.490945252	6.439154629	6.343083494	6.307344763	6.610786894
Gtf3c4	9.462010717	9.542013217	9.399111772	9.38215353	9.620032088	9.684366859	9.272477561	9.612068073
Eef2-ps2	6.515581364	6.453021078	6.515460015	6.569657927	6.54491493	6.462789101	6.708554689	6.780070123
Dync2i1	6.399185368	6.613953593	6.198213265	6.125297447	6.420444797	6.40469219	6.838496346	6.283020013
Map6	9.577447553	9.538191311	9.895992071	9.580684079	9.257411046	9.587529732	9.590829992	9.663598445
Tmem168	9.795101389	9.795081644	9.827287122	9.851065442	10.00946246	9.940985411	9.746082495	9.895238002
Lemd3	9.230354235	9.258054529	9.19053389	9.372763963	9.189646597	9.245718884	9.064983989	9.20480525
Pom121	11.39315288	11.24389505	11.03885664	10.90877188	11.09730008	11.55860553	11.09868016	11.39156549
Smg5	11.03090013	11.02015588	10.91519369	10.61506546	10.96415049	11.19569608	10.82228421	11.09926406
Mief1	9.523818948	9.433016592	9.320237834	9.409959085	9.625163919	9.639401388	9.302064881	9.510893405
Cep85l	8.860856465	8.649795161	8.707528516	9.403058046	8.846200769	8.656305152	8.737821617	8.867665032
Col5a1	8.211961493	8.135873622	8.528251659	8.62620165	7.920863722	8.212943364	8.395457597	8.391622954
Aplf	7.771717324	7.519699992	7.528750293	7.526448257	7.617433281	7.663279427	7.773578499	7.729701575
Dsel	6.620554375	6.262473219	6.413281614	6.360610174	6.758131811	6.743500176	6.188874709	6.487984985
B230216N24Rik	5.891819893	5.766996757	5.833097001	5.841415307	5.601333244	5.666061453	5.957953677	5.473006687
Fndc3a	11.5519748	11.41275626	11.54189546	11.73048524	11.6603439	11.58388383	11.72077134	11.6389287
Zfp808	7.272476402	7.339426545	7.222801974	7.358599581	7.581564578	7.361643173	7.328926608	7.335110528
Zfp706	10.89369762	10.92622932	10.91440615	10.68674968	10.9915178	10.99854917	10.8394126	10.94435507
Pde4d	7.856560454	7.734509181	7.873702655	7.970913955	8.081381679	7.927589326	7.793382791	8.046206274
Serinc3	13.86830049	13.85882426	13.95032552	14.19591589	13.89468268	13.76338046	13.99722714	13.82631158
Ndufs2	11.61639925	11.59544303	11.61155999	11.51383251	11.52758869	11.47558507	11.57224752	11.50336595
Jmjd6	9.732350201	9.75943656	9.744525707	9.368046034	9.800186603	9.9324133	9.579734539	9.780863191
Tubg2	6.086509873	5.888242905	5.95102439	5.923110108	5.969306914	6.182002646	6.213808272	5.956638439
NA	5.962397908	5.670030738	5.95102439	5.996441412	5.750566437	6.156512394	6.052318095	6.135241058
6030443J06Rik	6.057239212	5.888242905	5.833097001	5.796472916	5.868794088	5.716292434	5.720228359	5.808469347
Zfp428	5.962397908	5.810013484	5.740755467	5.489832899	6.029480515	5.91845869	5.809557358	5.848649302
Larp4b	12.31936537	12.33695675	12.33269812	12.52432545	12.32044026	12.33576207	12.02692547	12.40049106
Lmo4	11.45011083	11.39810098	11.6456443	11.61310995	11.34922007	11.49848535	11.49968166	11.4181455
Pigq	10.80991799	10.7320138	10.65534987	10.4377313	10.73610815	10.84655295	10.77126681	10.6952066
Smyd4	7.301473298	7.612753706	7.285857591	7.166144382	7.624494248	7.396802485	7.435585303	7.432452303
NA	6.057239212	5.888242905	5.833097001	5.636395762	5.903897585	6.016251161	6.136821603	5.922437868
Cngb1	5.962397908	5.810013484	5.95102439	5.923110108	5.868794088	5.546825026	5.990700364	5.612769975
Cdk1	10.99271184	11.15329144	10.94171724	10.60809624	11.10343132	11.10716257	10.9148022	11.09539366
Fig4	10.08399101	10.11130847	10.04026384	10.00464057	10.16070776	10.15624011	10.00836037	10.22920996
Mtfp1	6.586666259	6.82578981	6.694780373	6.183033169	6.701186455	6.698793739	6.66179317	6.889404426
Gm7054	6.290865735	6.351692465	6.113856773	6.237273154	6.341964816	6.046273757	5.923701193	6.135241058
Gm5547	5.55192645	5.888242905	5.688470549	5.883473417	6.057929571	5.762331501	5.923701193	5.808469347
4833417C18Rik	5.55192645	5.85028171	5.740755467	5.841415307	5.937334806	5.91845869	5.923701193	5.719279814
Ccdc47	10.7906201	10.84131821	10.88977658	10.99371287	10.94856756	11.03633631	10.82071695	11.05344979
Pdk2	6.515581364	6.918940848	6.694780373	7.095025879	6.54491493	6.299776198	7.10737447	6.450152405
Bmf	9.905480324	9.365570516	9.733837421	10.60008993	9.798673976	8.948863198	10.05045521	9.477508415
Brf2	7.674058418	7.761643429	7.819626651	7.643849302	7.679696278	7.939270712	7.825767926	7.860160946
Gvin-ps4	7.10577512	7.203870735	7.520184111	7.045292274	7.24420851	7.106608423	6.992350855	7.059861824
Tdrkh	5.962397908	5.888242905	5.833097001	5.841415307	5.903897585	5.985037623	6.08144347	6.020697472
Cc2d1a	9.939494377	9.872951079	9.891191915	9.764075311	9.730492287	9.795722444	9.933411022	9.626468889
Scaf11	11.93577512	11.82954753	11.80408892	11.9905831	12.03505943	12.09489489	11.78203723	12.01068029
Snx27	11.41431706	11.40020374	11.3727847	11.63726383	11.43290716	11.43927953	11.22311548	11.36234088
NA	6.439444786	6.646721371	6.198213265	6.383518088	6.527999995	6.620162664	6.452173784	6.610786894
NA	5.770019466	5.810013484	5.913875859	5.489832899	5.601333244	5.471258464	5.766568667	5.668797678
Gm16638	6.114789183	5.85028171	5.913875859	6.263243946	5.969306914	5.84502656	5.957953677	5.922437868
Nup155	10.16245166	10.08145506	9.879928874	9.830662587	10.33349924	10.24310832	9.707539662	10.1873735
Mterf1a	7.420208869	7.183293656	7.346003409	7.416937398	7.20613688	7.230586172	7.212814485	7.307264193
Arf1	13.37205788	13.4762594	13.49969235	13.40254638	13.45178003	13.55598096	13.47889301	13.52757703
Nxt1	8.639945104	9.061393552	8.806525517	8.561189762	8.863740326	8.814773085	8.889876677	9.034016612
Mvd	11.70922692	11.84313548	11.84928183	11.53759847	11.69445152	11.82883698	12.01464371	11.82296785
Anxa7	11.41536716	11.33958813	11.52032261	11.53759847	11.33522183	11.33052096	11.3518349	11.47881955
Gm11953	6.086509873	6.052928657	6.346726284	5.883473417	6.187274651	6.299776198	6.392628824	6.050861634
Uba7	10.45385219	10.34444452	10.40919439	10.3687085	10.20588764	10.10632075	10.57326557	10.20185475
Phf6	9.166704678	9.16929784	8.940106178	8.979596864	9.373891674	9.155085633	9.010807392	9.138411209
Slc25a30	9.032981236	9.018047182	8.843609717	9.162616887	9.244112113	9.07664807	9.096531488	9.039421306
Syap1	10.04784895	10.09321066	10.21042692	10.46664401	10.12496307	9.943831471	10.18452879	10.14178359
Smim7	9.778851565	9.866874316	10.08437652	9.94421342	9.838966719	9.760630589	9.909995766	9.812682959
Sdhd	10.7553851	10.96794409	10.88254654	10.74418089	10.94310769	10.89216569	10.92431953	10.91683801
Acer2	5.61618492	5.613876603	5.688470549	5.796472916	5.656053206	5.985037623	5.549636435	5.956638439
NA	6.290865735	6.238804268	6.369404227	6.490945252	6.187274651	6.254432745	6.329365498	6.161612152
Rps19-ps4	6.21952288	6.330142698	6.323516829	6.183033169	6.278733668	6.299776198	6.677594201	6.259976116
NA	5.995311126	5.549920506	8.674187622	9.040274122	8.959253757	8.951704462	9.306563066	9.071427421
Patl1	10.98989465	11.0015767	10.98511688	10.96983939	11.05679867	11.14224102	10.92723534	11.10761445
Ifit1	7.083320451	6.893051537	7.1103254	7.154563548	6.641267271	6.956984834	7.10737447	7.001644537
Fahd2a	7.060458868	7.311542009	7.412863536	7.26593134	7.499121149	7.159732455	7.662819668	7.229963814
Slc52a3	9.893458319	9.853107014	10.11213537	9.490282675	9.623455344	9.634121362	9.934861902	9.660103337
Prpsap1	9.705086783	9.820461457	9.783050093	9.592857759	9.841906944	9.812952413	9.707539662	9.889282655
Med28	9.070951448	9.395468989	9.20352817	9.031335101	9.303009027	9.210624474	9.339857074	9.279706196
Gm16174	6.335628821	6.262473219	6.608733552	6.625181766	6.187274651	6.277374288	6.629513138	6.135241058
Smarce1	11.09128745	11.08303292	11.17395706	10.97835594	11.05236834	11.31303624	11.15821248	11.13991454
Hsph1	10.15240208	10.19611478	9.712219489	8.906475466	10.28034141	10.56837705	9.530638588	10.12414984
Cep295nl	5.770019466	5.47379457	5.986396476	5.841415307	5.601333244	5.762331501	5.669666496	5.612769975
Uso1	11.3432633	11.32803707	11.35432331	11.32036495	11.52347953	11.53805898	11.1785426	11.45535869
Tprn	9.143996129	9.208355691	8.927610738	8.919464204	9.096469084	9.275454004	9.08609276	9.163361932
Gm14325	7.10577512	7.052333113	6.986880947	7.472816083	7.360766975	7.325519432	7.57339498	6.940561517
Gm10291	6.926628693	6.839547357	7.012564178	6.64309128	6.825622668	7.128124868	7.062622377	6.902396786
Zfand6	10.51491584	10.53264221	10.76601677	10.8534457	10.61255749	10.47217257	10.68775151	10.49229633
Slc39a13	9.265828608	9.141813984	9.076459258	8.853305012	9.180364227	9.243405809	9.167545466	9.183014132
Usp31	8.829509151	8.845777331	8.283985211	8.355715126	8.776892726	9.079246583	8.22847128	8.935967901
Prc1	11.22367141	11.19749209	10.99557955	11.04178394	11.29131918	11.24953995	11.14199047	11.12796557
NA	7.232780042	7.119501158	7.145119213	6.993501539	7.116112598	6.713889069	7.139930242	7.001644537
Gm527	6.290865735	6.022700756	6.250353486	6.125297447	6.187274651	5.91845869	6.022109018	6.079943979
Pvrig	5.475438096	5.958505048	6.083804601	5.996441412	5.868794088	5.882721538	5.720228359	5.54895886
E2f8	11.69977756	11.65652753	11.36934114	11.36119048	11.3476714	11.64804206	11.2460637	11.36448639
Git1	10.93016037	10.845183	10.64683926	10.50574275	10.7979127	11.02295429	10.75740624	10.82632475
Slc6a13	8.764667272	8.964805687	8.943213028	8.614236592	8.729804436	8.711112105	8.651689728	8.80866492
Lurap1	6.313504811	6.163909605	5.95102439	6.063402844	5.903897585	6.182002646	5.849799512	6.050861634
A730063M14Rik	6.290865735	6.413688144	6.299743103	6.313145908	6.256696913	6.046273757	6.261735646	6.283020013
Lrrc73	5.770019466	5.766996757	5.688470549	5.841415307	5.705364699	5.666061453	5.473561828	5.719279814
Zfp787	8.618051184	8.451348523	8.803105888	8.58999962	8.603032315	8.724490079	8.790330128	8.763572926
Dnd1	5.891819893	5.85028171	5.788663838	5.796472916	5.868794088	6.103188745	5.849799512	5.956638439
Cbfa2t2-ps1	6.114789183	6.082072066	6.369404227	6.183033169	6.234131489	6.343083494	6.37198266	6.283020013
NA	5.891819893	5.810013484	5.740755467	5.748011487	5.601333244	5.546825026	5.88773629	5.612769975
Ttk	9.472161506	9.493492416	9.341541923	9.437236098	9.635372926	9.52992813	9.389452523	9.528258519
Wsb1	11.58920683	11.51913434	11.52290779	11.89201591	11.53713145	11.49896866	11.55915156	11.56343117
Abcc4	10.59775963	10.53933847	10.5818517	10.83906337	10.69365307	10.52725331	10.43768738	10.51372883
Etfdh	9.908470195	9.790272663	9.801932067	9.849376213	9.993690188	9.869438263	9.934861902	9.853023414
Bloc1s3	9.314062505	9.20594553	9.456630863	9.448450279	9.098935602	9.130249781	9.544022673	9.130840403
Plpp6	8.614369153	8.617375411	8.792797484	8.822501962	8.516710634	8.635195165	8.644568358	8.682785811
NA	5.891819893	5.888242905	5.874681947	5.841415307	5.831771699	5.84502656	6.261735646	5.989335813
NA	5.61618492	5.47379457	5.874681947	5.489832899	5.656053206	5.882721538	5.88773629	5.612769975
Nqo1	9.08956514	9.012535305	9.193142194	9.031335101	8.889651808	8.869930395	9.080844695	9.100150257
Tubb2b	7.930494611	7.788250359	7.919340189	7.736970944	7.880575676	7.536642016	7.88833783	7.570139343
NA	6.603739597	6.754498058	6.553730862	6.744998763	6.799087536	6.956984834	6.562009243	6.794299396
Morc3	11.18663185	11.21073199	11.25518941	11.41464748	11.28107836	11.15395136	11.03928135	11.23620754
Fam161a	6.114789183	5.958505048	6.299743103	6.063402844	5.999977225	6.016251161	6.136821603	5.765547541
Zwilch	9.420674157	9.330619939	9.224076923	9.112670163	9.491025165	9.483690664	9.225731515	9.304575224
Tbc1d4	8.727704465	8.722683578	8.490361148	8.475494393	8.745674214	8.72115736	8.655237073	8.699998935
Rfc5	10.21650466	10.34553673	10.10662625	9.928301744	10.35525352	10.29304373	10.17841962	10.21142865
Mcrs1	9.735722062	9.954003891	9.853848779	9.804745189	9.957557624	9.873922448	9.953591408	9.887789959
5430416N02Rik	6.71649429	6.285563174	6.455356141	6.183033169	6.527999995	6.713889069	6.392628824	6.610786894
Slain2	10.80110518	10.75109119	10.81831907	11.12153598	10.73689729	10.87140771	10.6634732	10.82788082
NA	5.962397908	5.924230804	6.020206314	5.996441412	5.831771699	5.805042579	5.849799512	5.956638439
NA	6.086509873	5.720626023	6.020206314	5.695118555	6.057929571	5.985037623	5.849799512	6.212116767
Prkar1b	5.853686361	6.082072066	5.913875859	6.125297447	6.234131489	6.130262026	6.109583297	5.989335813
9930012K11Rik	7.428915055	7.419701837	7.316275851	7.057911284	7.105705974	7.180378081	7.182084043	7.325894008
H2-Q7	7.094597638	7.330197433	7.275558551	6.383518088	6.985163996	6.981207248	7.766912972	7.259492683
Cdk18	10.19218633	10.29441788	10.31801038	10.16391934	10.07837409	10.62174063	10.24072266	10.45652244
Plcb3	10.14608529	9.989389065	9.863684303	9.889380114	10.13577995	10.04536444	10.08744645	9.991491626
NA	5.61618492	6.052928657	5.788663838	5.996441412	6.30027245	5.805042579	5.957953677	5.956638439
Card19	10.95565192	10.98415764	11.15207848	11.06741033	10.80620731	10.93851933	11.10255441	10.94650526
1700022N22Rik	6.026878477	5.958505048	5.788663838	5.695118555	5.903897585	5.666061453	5.849799512	5.473006687
Ccbe1	5.723433949	6.110229208	6.198213265	6.360610174	5.868794088	6.462789101	6.213808272	6.506405393
NA	7.291879115	7.5976839	7.603485699	7.435825731	7.63850671	7.396802485	7.719322369	7.637697969
Kazald1	5.770019466	5.810013484	5.788663838	5.960675339	5.969306914	6.016251161	5.849799512	5.956638439
Tm9sf2	11.24391084	11.37797044	11.33031895	11.43447516	11.36154989	11.20045879	11.21120397	11.30373078
Scly	9.184121225	9.31281998	9.244335134	8.98578183	9.226186017	9.363259915	9.363790657	9.180572305
