GeneSymbol	MC38_KO1	MC38_KO2	MC38_KO3	MC38_WT1	MC38_WT2	MC38_WT3
Matn2	9.608446933	9.596346349	9.795229795	9.439671831	9.451772415	9.25288897
Sf3a1	10.58618623	10.48464042	10.50036712	10.67766079	10.7792066	10.7634799
Dennd11	8.107801611	7.982104735	8.197192512	8.420827696	8.546524571	8.331436795
A830035O19Rik	7.611431218	7.52007406	7.505387631	7.138060559	7.229417717	7.244104146
H1f4	8.794706131	8.81610459	8.836596621	8.543364781	8.521966322	8.501474291
Spred1	11.12644749	11.23359616	11.17583814	11.42725588	11.32010721	11.37786523
Apoc1	7.893253671	8.02407248	8.006389611	7.717366693	7.586547884	7.604230754
Gm12258	7.551182776	7.635804212	7.543129353	7.261857217	7.177235781	7.26991064
Cdk11b	10.9449746	10.86446425	10.81884759	10.59350667	10.67401702	10.71963368
Gm14111	7.49640014	7.598813302	7.5036724	7.910129983	7.80771682	7.902857722
Tigd2	9.452157942	9.40733843	9.445294866	9.66858817	9.713407682	9.675451246
Tnfaip6	8.958159004	9.072606791	9.009501421	8.779444662	8.664996876	8.728102246
Postn	8.216606532	7.928043047	8.16339312	7.623284724	7.911848209	7.676498136
Gm4798	7.427852021	7.562293372	7.537608319	7.935117369	7.800676017	7.82536107
Vamp8	12.09987028	12.16311685	12.12467725	11.98827291	11.92502634	11.96346594
Pelp1	8.513438501	8.467058929	8.461536952	8.743665186	8.790044759	8.795566736
Hnrnpm	12.47946422	12.41016093	12.46836189	12.5900953	12.6593986	12.60119763
S1pr2	11.52252207	11.42099518	11.41349322	11.57480471	11.6763316	11.68383356
Fstl1	10.33951549	10.33410725	10.54974765	10.21349848	10.21890672	10.00326632
Fam72a	7.767275546	7.711566435	7.836050027	8.10783848	8.163547591	8.039063998
L3hypdh	7.283651695	7.299125725	7.379852291	7.020523239	7.005049209	6.924322642
Clptm1	12.16065701	12.12328263	12.19260967	12.32455176	12.36192615	12.2925991
Slc4a2	10.27949735	10.18620887	10.25981714	10.42638725	10.51967574	10.44606746
Sfi1	9.189455012	9.324232887	9.256237784	9.042913247	8.908135372	8.976130475
Fcho2	11.49967519	11.51648695	11.35815632	11.20722962	11.19041786	11.34874848
Epb41l1	9.761550762	9.678904155	9.832861169	10.00479329	10.0874399	9.933482884
Rpl36	10.89712779	11.0598106	11.00590164	10.85820842	10.69552561	10.74943458
Cope	12.44704545	12.4499549	12.51381959	12.65672334	12.65381389	12.5899492
Lrrfip2	10.76603617	10.68486081	10.67298466	10.85667065	10.93784601	10.94972216
Gtf3c3	8.966191952	8.999126335	8.936726511	9.241450236	9.208515853	9.270915677
Prkar1a	13.49540562	13.47889951	13.4991912	13.63158195	13.64808806	13.62779637
B3gnt7	8.914568516	8.84866233	8.986266587	9.201264829	9.267171016	9.129566758
Ubald2	10.01974425	9.944595029	9.89464225	10.12434661	10.19949583	10.24944861
Gtf2f1	11.3859568	11.3466757	11.31072404	11.49419007	11.53347117	11.56942283
Cyfip2	10.62657666	10.5562223	10.55150284	10.73723756	10.80759193	10.81231138
Luzp1	10.45559526	10.333842	10.46558062	10.60574026	10.72749352	10.59575491
Inppl1	10.11934239	9.997846761	9.936321907	10.16531894	10.28681457	10.34833942
Cercam	8.238198741	8.068124216	8.18691395	8.413849667	8.583924192	8.465134457
Tha1	7.968060203	7.899671492	7.911484606	7.558208075	7.626596787	7.614783673
Slc25a51	9.741480567	9.651470432	9.776416172	9.950471904	10.04048204	9.915536299
Dip2a	9.169725179	9.112457645	9.373475888	9.565544131	9.622811665	9.361793423
Calcrl	8.015210242	8.073322887	8.139970941	8.453580208	8.395467563	8.328819509
Cisd2	10.66358404	10.76801633	10.67693432	10.52806254	10.42363026	10.51471226
Lman2l	10.42834032	10.27924306	10.38746978	10.52878168	10.67787894	10.56965222
Ncf4	13.4441434	13.38433592	13.44429527	13.25215499	13.31196247	13.25200312
P2ry6	11.93910568	11.79948122	11.87905506	11.99253298	12.13215743	12.0525836
Lpp	11.38247978	11.50331891	11.42066876	11.29318893	11.17234979	11.25499994
Gm10358	8.136100142	8.283654056	8.230281596	8.612523485	8.464969571	8.51834203
Eva1b	9.307412807	9.446727461	9.299697161	9.117389261	8.978074607	9.125104906
Baz1a	11.38084977	11.3386561	11.31328717	11.1221386	11.16433226	11.18970119
Anp32e	10.67683596	10.73918896	10.72318773	10.94817429	10.88582129	10.90182252
Cers2	12.96416385	12.90490204	12.95938396	13.07590822	13.13517004	13.08068812
Septin9	11.89480642	11.85559475	11.98836693	12.1155716	12.15478327	12.0220111
Gatad1	9.000246069	9.071599859	8.982722248	9.307078081	9.235724291	9.324601901
Cd81	9.343629085	9.187260597	9.383190227	9.542765589	9.699134077	9.503204448
Il27	9.548178465	9.552271436	9.520554126	9.281254847	9.277161876	9.308879185
Gm10290	8.003602483	7.973925103	7.848351731	8.208471289	8.23814867	8.363722042
Tmc8	8.048803685	8.113389756	8.074531528	8.419595109	8.355009039	8.393867266
Tbc1d22a	10.45300279	10.31725061	10.52936216	10.65304783	10.78880001	10.57668846
Eif4g2	13.89188672	13.85429486	13.93992137	14.04988847	14.08748034	14.00185382
Rbm5	11.64280087	11.58316302	11.53370277	11.34392785	11.40356569	11.45302594
Arhgef11	10.28880395	10.34080061	10.3580817	10.58165947	10.52966281	10.51238173
Acadl	11.04638568	11.04717414	11.09908485	11.26904664	11.26825818	11.21634747
Ap2s1	11.41391235	11.41930185	11.37740105	11.57003029	11.56464078	11.60654159
Hopx	10.75507715	10.87812098	10.89165595	10.71242438	10.58938054	10.57584557
E4f1	10.22926311	10.13387927	10.1418102	9.8766886	9.97207244	9.964141509
Etf1	11.54731959	11.56449451	11.52892703	11.71896389	11.70178897	11.73735645
Ccdc171	8.211142281	8.118117353	8.179272765	7.811035182	7.90406011	7.842904699
Tgfbr2	11.47502825	11.44888059	11.60779154	11.74645714	11.77260479	11.61369385
Tbc1d20	11.09737154	11.0452036	11.00287746	11.19261216	11.24478011	11.28710625
Gm11110	8.138157646	8.110446248	8.129184022	8.419415508	8.447126906	8.428389132
Adrm1	11.3898036	11.33280559	11.35858273	11.50972497	11.56672298	11.54094584
Tfdp1	10.2898245	10.21822647	10.27956519	10.44988646	10.52148449	10.46014578
Oas1g	12.6210197	12.57026763	12.56859207	12.39407818	12.44483024	12.4465058
Clec4a1	11.57704998	11.60142747	11.5502535	11.39894537	11.37456787	11.42574184
Psmd5	10.18431704	10.12702648	10.17178284	10.35383706	10.41112761	10.36637125
Dynll2	8.225731572	8.278840826	8.144506487	8.51914566	8.466036407	8.600370745
Nap1l4	11.41728361	11.43553353	11.46437245	11.63615846	11.61790854	11.58906962
Clec4d	11.12501591	11.18077308	11.12780642	11.34786698	11.29210981	11.34507647
Gnpda1	11.86986413	11.73934227	11.77391527	11.90419104	12.03471291	12.0001399
Ankrd50	9.823819401	9.798058525	10.0044383	10.18524474	10.21100562	10.00462585
Spg21	12.23316075	12.19386251	12.25207401	12.38082614	12.42012439	12.36191288
Lmo4	9.854468109	9.877911561	9.736155325	9.539516141	9.51607269	9.657828926
Insyn2b	8.000572771	8.222208249	7.909353159	7.725780681	7.504145203	7.817000293
Smtnl2	7.171647073	7.244185371	7.178779046	7.560981559	7.488443261	7.553849586
Cald1	9.13295438	9.040399677	9.191363834	8.825717952	8.918272655	8.767308497
Hspa8	15.88032022	15.8481163	15.86341779	15.71394765	15.74615157	15.73085007
Exoc5	10.97747234	10.91589082	11.04376791	11.18079195	11.24237347	11.11449638
Tmem65	10.52196915	10.52248897	10.51794134	10.71869301	10.71817319	10.72272082
Sh2d2a	7.683139222	7.729383262	7.582365507	7.974983283	7.928739243	8.075756998
Vim	15.35328755	15.30431226	15.29856561	15.42310913	15.47208442	15.47783107
Tnrc6b	10.65035193	10.68196962	10.53957348	10.37695648	10.3453388	10.48773494
Rae1	10.5197595	10.44451013	10.46329808	10.63828229	10.71353166	10.69474371
Tmem171	8.970280201	8.945075768	8.900986682	9.177068298	9.202272731	9.246361817
E130307A14Rik	8.130447014	8.158858274	8.09724621	7.812728298	7.784317039	7.845929103
Herpud1	10.50880894	10.42527204	10.5819325	10.27481524	10.35835214	10.20169168
Rrp7a	10.27536511	10.24481831	10.31231929	10.49067344	10.52122024	10.45371926
Dyrk1a	10.02752655	9.972659044	9.834916327	10.11251189	10.16737939	10.30512211
Ido1	7.659240612	7.625141409	7.534625889	7.223337438	7.257436641	7.347952161
Kdr	9.342256734	9.209826124	9.201960282	8.885244661	9.017675271	9.025541113
Pip4p1	11.18053284	11.13380964	11.16114901	10.95059594	10.99731913	10.96997976
Phgdh	9.841724988	9.901045509	10.08755825	9.771162479	9.711841958	9.525329216
Dpy19l3	7.935891777	7.988421671	8.030631732	8.345721025	8.29319113	8.25098107
Gm13882	7.940678243	8.088769104	7.899834738	8.339363161	8.1912723	8.380206666
Iqcg	7.426719529	7.261172112	7.209986355	7.524025887	7.689573303	7.74075906
Sec63	10.80361542	10.76913415	10.7747952	10.95211583	10.9865971	10.98093606
Fbxl2	8.725600526	8.618530769	8.77398116	8.974907363	9.08197712	8.92652673
Ahcyl1	11.0522397	11.02624503	11.11672093	11.26724898	11.29324365	11.20276775
Ktn1	9.762837419	9.695186421	9.754517405	9.470386693	9.538037691	9.478706706
Ing3	9.713073738	9.62123221	9.601300517	9.326127194	9.417968722	9.437900416
Gpr157	8.368171063	8.387182826	8.454964433	8.731445165	8.712433402	8.644651794
Neurl1a	7.165476786	7.051879809	7.272621221	7.502203106	7.615800083	7.395058671
Phc1	8.352024857	8.440766627	8.366684016	8.116465899	8.027724129	8.10180674
Sumf2	8.815179364	8.850403466	8.907464777	9.172102777	9.136878675	9.079817364
Wdr26	11.11642663	11.14297629	11.12902593	11.32161396	11.29506431	11.30901467
Dapk3	10.27556302	10.19817274	10.24152897	10.41300469	10.49039497	10.44703873
Ap1m1	11.37854958	11.27436661	11.26812055	11.42520532	11.52938829	11.53563435
Ankrd40	10.08809366	10.14308319	10.1664424	10.39317873	10.33818919	10.31482998
Nop2	9.897098975	9.824438251	9.962367181	10.12623101	10.19889174	10.06096281
Tufm	9.961617927	9.842274217	9.959248791	10.11357124	10.23291495	10.11594037
Iba57	8.235248039	8.059268788	8.146906901	8.374360001	8.550339252	8.462701139
Rbbp5	10.27840476	10.24557542	10.26116623	10.45194276	10.48477211	10.46918129
1700025G04Rik	8.27890605	8.301193786	8.34548785	8.631812608	8.609524872	8.565230808
Micall2	8.567372779	8.36414078	8.540141562	8.723237203	8.926469202	8.75046842
Chpf2	10.31274373	10.21973743	10.35469341	10.49860425	10.59161055	10.45665457
Herc2	9.977307343	10.11934849	10.00005091	9.846262002	9.704220856	9.823518438
Rps2-ps9	7.858670672	8.010704767	7.650266659	7.452806401	7.300772306	7.661210414
Xlr	7.84424478	7.780401045	7.807038446	8.091675051	8.155518786	8.128881384
Lonrf3	7.687925669	7.716429565	7.699674163	8.030726716	8.002222819	8.018978221
Cct7	12.05153311	12.01313366	12.07182019	12.20116019	12.23955964	12.1808731
Kifbp	9.787190176	9.744812934	9.834897631	10.02076813	10.06314538	9.973060679
Aldoc	9.852576239	9.842642558	9.919619608	10.11612944	10.12606312	10.04908607
Srxn1	10.35004695	10.33357398	10.42602549	10.59901115	10.61548412	10.52303261
9230116N13Rik	7.548907003	7.486718859	7.32893124	7.026888764	7.089076908	7.246864527
Derl1	11.97343737	11.93762042	11.9752974	12.11134881	12.14716575	12.10948877
Bcl2a1a	10.64986197	10.88563544	10.6047301	10.51788884	10.28211537	10.56302072
Lrpprc	9.809401525	9.733657174	9.786197347	9.972146731	10.04789108	9.995350909
Pld1	9.420580456	9.28303945	9.389038465	9.563816882	9.701357889	9.595358874
Lrrfip1	13.46906097	13.4179626	13.50101532	13.60562389	13.65672226	13.57366954
Got2	11.61817788	11.5304672	11.66089219	11.7721677	11.85987838	11.72945339
Isoc1	11.48379166	11.44813165	11.45921883	11.26958984	11.30524986	11.29416267
Tmed3	10.38658077	10.41759324	10.40525021	10.62016281	10.58915035	10.60149337
Btla	7.789705755	7.654736904	7.680999276	7.300723359	7.435692209	7.409429838
Tnfrsf8	7.956321669	8.024969333	7.95722479	7.687506199	7.618858535	7.686603078
Snx30	10.0804362	9.987025825	10.01674699	10.19641371	10.28982409	10.26010292
Lat	7.171518069	7.095722116	6.967497766	7.331456007	7.407251959	7.53547631
Camkk2	11.28524389	11.2904489	11.27926934	11.10795181	11.1027468	11.11392636
Tmem150b	8.022696606	8.102034704	8.186624563	7.862912331	7.783574234	7.698984374
Tacstd2	8.288535752	8.328268139	8.477480213	8.122510873	8.082778487	7.933566413
Sf3b1	13.77017798	13.74104399	13.71391272	13.57096236	13.60009635	13.62722762
Psmd11	11.91944591	11.83788387	11.9223324	12.03644876	12.1180108	12.03356227
Vps39	10.42331981	10.3289464	10.42714793	10.57224199	10.6666154	10.56841387
Cd14	15.20431782	15.18762831	15.24802118	15.08545004	15.10213955	15.04174669
Serpine1	8.151609751	8.17519982	8.017540771	8.390697969	8.3671079	8.524766949
Sema4d	13.56503225	13.44522528	13.57064708	13.3242004	13.44400737	13.31858556
Atp13a2	13.2374861	13.08856371	13.12881651	13.23569652	13.38461891	13.34436611
Atp6v0d1	11.38430823	11.346834	11.412674	11.55259125	11.59006548	11.52422548
Lars	10.53576445	10.42805424	10.57797994	10.70626446	10.81397467	10.66404898
Gm10481	8.391286849	8.419255838	8.419481991	8.713396793	8.685427804	8.685201651
Msh6	9.307943008	9.032107069	9.268264473	9.394875573	9.670711512	9.434554108
Cep104	9.598924919	9.584359682	9.737368758	9.927916178	9.942481415	9.789472338
Abhd17b	9.722505858	9.666526886	9.666407255	9.409278286	9.465257258	9.465376889
Eif4a2	10.69859881	10.74846551	10.529828	10.38455402	10.33468732	10.55332483
Sub1	11.96669522	12.10169405	11.9204965	11.83154393	11.6965451	11.87774264
Yod1	8.37380748	8.345167366	8.377973602	8.060688168	8.089328281	8.056522046
Ap2a1	10.34306155	10.19554413	10.2879324	10.42808005	10.57559747	10.4832092
Inpp1	9.315603492	9.274821357	9.259944778	9.497296284	9.538078419	9.552954999
Trim35	10.79431644	10.69293635	10.86462859	10.98383946	11.08521955	10.91352731
Irgm1	13.92753857	13.79517939	13.83501579	13.61749394	13.74985312	13.71001672
Oxr1	10.58722758	10.59418501	10.79190768	10.95773714	10.95077972	10.75305704
Rere	9.906018139	10.02531061	9.902512078	9.745445173	9.626152699	9.748951235
Limk1	8.755229237	8.770224796	8.467070641	8.901455396	8.886459836	9.189613991
Gars	11.1826045	11.14714385	11.32299545	11.45582119	11.49128184	11.31543025
Map3k5	10.43824082	10.31026863	10.23503836	9.979478242	10.10745043	10.1826807
Plxna4os1	8.446108279	8.450870144	8.501558352	8.192846692	8.188084826	8.137396618
Gimap6	7.548515607	7.689344342	7.512926579	7.944587564	7.803758829	7.980176592
Gtf3c4	9.130805591	9.118748628	9.314053892	9.518971061	9.531028024	9.33572276
Ybx1	12.69980683	12.75966832	12.86006498	13.02063147	12.96076998	12.86037331
Ddx19b	9.535505968	9.481584156	9.496419915	9.708541419	9.762463231	9.747627472
Clec4e	12.89265264	13.01191866	12.97009184	12.8614362	12.74217018	12.783997
Kitl	7.858461731	7.882452519	8.014267774	7.653392512	7.629401724	7.49758647
Rbms2	9.299309877	9.307866769	9.257588819	9.521768753	9.51321186	9.563489811
Nfxl1	10.2408368	10.27210881	10.30548192	10.5095018	10.4782298	10.44485668
Gabpa	10.18095438	10.24736557	10.34401984	10.55622756	10.48981637	10.3931621
Gtf2h1	10.47700699	10.47302228	10.51240258	10.69341938	10.69740409	10.65802379
Samm50	11.23076318	11.19516828	11.20096383	11.36128309	11.39687799	11.39108243
Ptpra	11.64926107	11.57476864	11.7236141	11.83350579	11.90799821	11.75915276
Rybp	10.01075533	9.937070332	9.982042935	10.15985784	10.23354284	10.18857023
Hsd17b12	11.12431186	11.12636713	11.16920421	11.33230684	11.33025157	11.28741449
Cpeb2	10.09769494	10.06037724	10.14640259	10.31893074	10.35624844	10.27022309
Hspb1	7.713750848	7.645718891	7.478961521	7.851830537	7.919862494	8.086619864
Tnfrsf11a	11.6774535	11.6227652	11.67946427	11.80844059	11.86312889	11.80642983
Zfp143	9.613354728	9.586812537	9.7300013	9.914406474	9.940948665	9.797759902
Prkdc	8.635198642	8.677908945	8.641593066	8.386637159	8.343926856	8.380242735
Nceh1	10.99918778	10.97030979	10.98721323	11.150749	11.179627	11.16272355
Paqr8	7.471290284	7.347860539	7.645455339	7.156150994	7.27958074	6.981985939
Slc9a3r1	12.59540737	12.52394521	12.55657116	12.6746586	12.74612076	12.71349481
Dclre1c	10.75297292	10.70122873	10.66903584	10.46456534	10.51630953	10.54850242
G0s2	7.43460616	7.441618608	7.240968815	7.652171608	7.645159159	7.845808952
Ncoa3	12.08619564	12.07274087	12.096082	12.23731182	12.25076659	12.22742546
Eps15l1	10.16240041	10.17443844	10.21982759	10.41536204	10.40332401	10.35793486
Tvp23a	7.308586645	7.434432145	7.330925376	7.090074186	6.964228686	7.067735454
Gm4654	8.469344275	8.519783303	8.474338631	8.785114046	8.734675019	8.780119691
Psmb9	13.14193586	13.16523359	13.14148884	13.01563813	12.9923404	13.01608515
Sipa1l2	10.39397063	10.32871951	10.58121651	10.71708683	10.78233795	10.52984095
Sirt2	11.34775328	11.30143216	11.31122169	11.46404425	11.51036537	11.50057584
Ifnlr1	7.337608826	7.156682826	7.352703631	6.898375586	7.079301586	6.883280781
Tnip2	11.00412131	10.84971502	10.93970642	10.65295208	10.80735836	10.71736697
Efcab7	7.523951227	7.433511818	7.674545094	7.223985178	7.314424587	7.073391311
Adamts2	7.394044995	7.322558837	7.411918075	7.041781045	7.113267203	7.023907965
Fam13b	9.943706207	10.0324114	9.93375685	9.767912808	9.679207618	9.777862165
Rfxap	9.935842136	9.813956517	9.787645729	9.990694275	10.11257989	10.13889068
Clcn7	12.88170539	12.81053037	12.90738159	12.6949575	12.76613252	12.66928131
Map2k2	11.6532466	11.5674828	11.59011574	11.72442287	11.81018667	11.78755373
Tsnax	10.38909496	10.40656684	10.50544453	10.68499063	10.66751874	10.56864105
Dpp7	9.780197075	9.742783681	9.826848292	9.553509784	9.590923178	9.506858567
Rfx2	8.342123509	8.509581071	8.394433992	8.187515875	8.020058313	8.135205392
Tmem214	11.27624237	11.05565139	11.19275877	11.28665213	11.50724312	11.37013573
Lrrc32	7.373908503	7.303483614	7.159664382	7.517463604	7.587888493	7.731707725
Tsc22d1	9.005484534	8.989434263	9.11005394	8.791672034	8.807722305	8.687102628
Tinf2	10.52765661	10.53712271	10.47978174	10.30148161	10.29201551	10.34935648
Folr2	7.986747226	7.984600131	7.986747799	8.278406203	8.280553298	8.27840563
Etv3	11.36848578	11.22263394	11.28937422	11.02556017	11.17141201	11.10467173
Numb	10.07724518	9.994009378	10.15447829	10.29827405	10.38150985	10.22104094
Pgd	12.79337264	12.71092511	12.7772951	12.88002446	12.96247199	12.896102
Mtch1	11.40169152	11.33719909	11.36780528	11.50688089	11.57137333	11.54076713
Cdca7l	8.065635394	8.060653904	8.050392342	7.751224618	7.756206107	7.766467669
Brwd1	10.29197047	10.25621108	10.13354726	10.38511832	10.4208777	10.54354152
Oit3	7.047784575	6.929344624	6.968645292	7.240646361	7.359086312	7.319785644
Pacs1	10.58441422	10.48777313	10.63895522	10.76382348	10.86046457	10.70928248
Arrdc2	9.52354984	9.414756853	9.444657906	9.149437543	9.25823053	9.228329477
Trpm2	10.39582534	10.39280657	10.43091514	10.61251075	10.61552952	10.57742096
Gimap1	7.311076357	7.162521679	7.096998962	7.406575467	7.555130144	7.620652862
Tbrg1	9.547415011	9.65889404	9.599513841	9.413711461	9.302232432	9.361612631
Gnai2	15.04532128	14.96007808	15.02839079	15.11689177	15.20213498	15.13382227
Ankzf1	9.721539291	9.783673149	9.769884608	9.56493605	9.502802192	9.516590733
H1f0	12.00205749	11.95593405	11.87359829	12.05790254	12.10402598	12.18636174
Cblb	10.19519673	10.25441968	9.981279676	9.831520557	9.772297611	10.04543761
Jun	15.8052722	15.67387427	15.63837095	15.44264794	15.57404586	15.60954919
Gcnt2	11.27538286	11.14151411	11.21921185	10.95799182	11.09186057	11.01416283
Nlrp3	11.16505364	11.16054069	11.2277549	11.02333069	11.02784364	10.96062943
Ssr2	11.11210324	11.12789739	11.2022674	11.36211316	11.34631901	11.271949
Psmb3	11.9266515	11.95726555	11.96136342	12.12530642	12.09469236	12.0905945
Jmy	8.994599299	8.967314053	8.910483184	8.653889354	8.6811746	8.738005469
Depp1	7.409936735	7.427855616	7.502098832	7.168104996	7.150186115	7.075942899
Cd3d	7.366860296	7.268889479	7.196432706	7.511518047	7.609488864	7.681945637
Rps24	10.48145521	10.78609874	10.59055468	10.5020588	10.19741527	10.39295933
Kmt5c	10.05207914	9.956771746	9.908497482	9.660996113	9.756303508	9.804577773
1110038F14Rik	10.28452104	10.3367138	10.33454464	10.14644036	10.0942476	10.09641676
Ms4a6b	14.16127123	14.32478759	14.09337371	14.03771501	13.87419865	14.10561254
Isoc2b	8.303322681	8.362105626	8.341440767	8.077749185	8.018966239	8.039631099
Rab43	9.552418993	9.477681213	9.374595496	9.12660165	9.201339431	9.304425147
Ccng2	10.91043721	10.81626178	10.87070545	11.00783813	11.10201357	11.0475699
Aak1	9.062569935	9.05832522	9.131703436	9.355453426	9.35969814	9.286319924
Lipe	10.33511575	10.18741918	10.27751154	9.977110195	10.12480677	10.0347144
Vps26a	12.17032439	12.12438952	12.21645924	12.32938135	12.37531622	12.28324651
Herc4	10.93897701	10.89504045	10.86900313	10.67669099	10.72062755	10.74666487
Blcap	10.0290728	10.0206478	9.994227285	10.20825329	10.21667829	10.2430988
Crtap	9.017466974	8.937839457	8.992182638	9.201988205	9.281615722	9.227272541
Fblim1	9.172223218	9.231688425	9.368509496	9.601647879	9.542182671	9.405361601
Cs	11.82883174	11.81122778	11.88663547	12.01693122	12.03453519	11.9591275
Bcl2	8.727526761	8.659560614	8.527752066	8.837347855	8.905314002	9.03712255
Vps8	10.598571	10.5669548	10.58053543	10.7525908	10.784207	10.77062637
Fbxo42	10.4962997	10.53001762	10.60860118	10.79147164	10.75775372	10.67917015
Serpinf1	9.426722067	9.471917252	9.675109983	9.345306426	9.300111241	9.09691851
Trib1	12.22660996	12.15262086	12.13551182	11.95510336	12.02909246	12.0462015
Rbm12b1	8.622407968	8.643501941	8.554773904	8.311049259	8.289955286	8.378683323
Gm15593	7.161212468	7.278192161	7.211822003	7.592608685	7.475628992	7.54199915
Snx1	12.98067682	12.92223737	12.97889967	13.08448952	13.14292897	13.08626667
Map1s	11.49461533	11.41278596	11.4507149	11.57994103	11.66177041	11.62384147
Dock1	9.804312844	9.768573834	9.889436066	9.604629181	9.640368191	9.519505959
Ms4a4c	14.96454665	14.96935474	14.87038664	14.76101584	14.75620775	14.85517585
Actg1	15.9611997	15.91904638	15.92021884	16.03334178	16.0754951	16.07432264
Kctd2	9.360120096	9.271415053	9.159983304	8.899197724	8.987902767	9.099334516
Use1	10.5052122	10.51369966	10.5260136	10.33052418	10.32203672	10.30972279
Faf2	10.77264784	10.7333327	10.79284794	10.94279377	10.98210891	10.92259367
1600010M07Rik	8.329686393	8.321142334	8.378014286	8.067108623	8.075652682	8.01878073
Rad23a	10.95543685	10.92586631	10.9796667	11.1286394	11.15820994	11.10440955
Safb2	11.6211943	11.70837948	11.61802211	11.50574717	11.41856199	11.50891936
Fli1	11.12801205	11.03516375	11.02693298	11.18168676	11.27453506	11.28276583
Caskin2	7.818406077	7.863730497	7.893033646	8.195115347	8.149790926	8.120487778
Hspa4	11.7655381	11.77121384	11.78428403	11.93657828	11.93090255	11.91783236
Tyrobp	14.21798004	14.36616825	14.30068785	14.21577641	14.0675882	14.1330686
Hsp90b1	13.61737197	13.60800236	13.57978186	13.72015157	13.72952118	13.75774168
Vmp1	11.73428566	11.82146875	11.71282307	11.60639418	11.51921108	11.62785677
Kcnk6	9.867560075	9.900295374	9.944099792	10.15266767	10.11993238	10.07612796
Anapc4	10.30513489	10.21811105	10.31646538	10.45843491	10.54545875	10.44710442
Pdpn	9.158966126	9.142076529	9.274026525	9.473590227	9.490479824	9.358529827
Tafazzin	10.77015287	10.76585116	10.79590608	10.59944352	10.60374523	10.57369031
Mfn2	10.75048174	10.61516427	10.6514927	10.79269419	10.92801166	10.89168323
Tmem115	10.04161645	10.02394205	10.09285685	10.27020114	10.28787553	10.21896073
Ccr1	13.93442411	13.98700707	13.9354942	14.10471864	14.05213568	14.10364855
Dtx4	9.673123836	9.472650279	9.602231164	9.738880655	9.939354213	9.809773327
Accs	8.702886649	8.797194909	8.770508325	8.539691697	8.445383437	8.472070021
Tle1	9.496671669	9.410927781	9.378877397	9.59862574	9.684369628	9.716420012
Paqr4	8.274233328	8.337399114	8.321099684	8.624954286	8.5617885	8.57808793
Gas2l1	10.69890508	10.62205499	10.63161096	10.79099154	10.86784163	10.85828566
Dtx3	9.316934336	9.277503907	9.239349034	8.992622444	9.032052874	9.070207746
Arl11	10.56362781	10.54357589	10.61266962	10.77117234	10.79122425	10.72213052
Cyp2ab1	7.822849106	8.045497808	7.938256755	7.728237471	7.505588769	7.612829822
Crip1	13.35004244	13.47951539	13.36759532	13.29060725	13.1611343	13.27305437
Bst2	12.69547934	12.72760479	12.68634555	12.85264588	12.82052043	12.86177968
Zmym4	9.150471087	9.232498302	9.063074665	9.403164258	9.321137043	9.49056068
Cox7a1	7.394843959	7.469822645	7.310837668	7.707568045	7.632589358	7.791574336
Wwc1	7.216209667	7.183675821	7.169498892	7.47493476	7.507468605	7.521645535
Itgae	7.161962908	7.215214624	7.234730423	7.557102267	7.503850551	7.484334751
Gapdh-ps16	9.116591567	9.28323473	9.11453286	8.959210211	8.792567048	8.961268918
Neurl3	12.44225607	12.40181919	12.38584271	12.22882893	12.2692658	12.28524229
Col4a1	8.636498762	8.717894655	8.935089634	8.577278679	8.495882786	8.278687807
Clcn5	9.231720862	9.213439111	9.289586272	9.495957572	9.514239324	9.438092162
Snx3	12.59710676	12.58037533	12.61367652	12.73848305	12.75521447	12.72191329
2210016F16Rik	10.74431136	10.66084535	10.7680641	10.89372304	10.97718904	10.86997029
Clic1	13.6492106	13.69173158	13.65222477	13.8128743	13.77035332	13.80986013
Septin7	12.02132249	12.019827	12.01282693	12.16314484	12.16464033	12.1716404
Ubr3	10.25000678	10.1087776	10.35421559	10.45953044	10.60075962	10.35532163
Klhl24	10.46346789	10.43626437	10.41797659	10.21977596	10.24697948	10.26526726
Tpm4	13.52923166	13.48876145	13.49470886	13.61286815	13.65333836	13.64739094
Map1lc3b	12.46789363	12.54787117	12.47012919	12.36981037	12.28983283	12.36757481
Wwtr1	8.95370424	8.867936274	9.109997907	8.713378209	8.799146175	8.557084542
Dpcd	9.252769858	9.139577658	9.246868176	9.41718989	9.530382089	9.423091572
Entpd5	9.121871848	9.011272203	9.095744966	9.279362091	9.389961736	9.305488973
Tma16	8.982208282	8.947040948	8.985511594	8.704673992	8.739841327	8.70137068
Inf2	9.115416191	9.120873998	9.00307463	8.785940276	8.780482469	8.898281837
Ndufv3	10.88581383	10.91307292	10.93661597	11.11243825	11.08517916	11.06163612
Mtpn	12.5888458	12.61692701	12.59076214	12.74930804	12.72122683	12.74739171
Tle5	11.40727479	11.39975476	11.40013611	11.55732217	11.56484221	11.56446085
Plaa	10.67769997	10.63565111	10.70351616	10.85006749	10.89211635	10.82425131
Rab29	10.19698491	10.17481758	10.18058576	9.968586858	9.990754191	9.984986015
Dvl1	10.12858978	10.04765317	10.05936819	9.816795724	9.897732331	9.886017312
A530010L16Rik	8.317841481	8.271992393	8.107395206	7.844084485	7.889933572	8.054530759
Arpin	7.877599223	7.891420563	8.071124516	7.699257679	7.685436338	7.505732385
