"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"GSE138794-GSM4119536-SF12017_Tumor_11"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"11"
"GSE138794-GSM4119536-SF12017_Tumor_12"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"12"
"GSE138794-GSM4119536-SF12017_Tumor_13"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"13"
"GSE138794-GSM4119537-SF11964_Myeloid_0"	"GSE138794-GSM4119537-SF11964"	"Myeloid"	"0"
"GSE138794-GSM4119537-SF11964_Myeloid_13"	"GSE138794-GSM4119537-SF11964"	"Myeloid"	"13"
"GSE138794-GSM4119537-SF11964_Stroma_6"	"GSE138794-GSM4119537-SF11964"	"Stroma"	"6"
"GSE138794-GSM4119537-SF11964_Stroma_7"	"GSE138794-GSM4119537-SF11964"	"Stroma"	"7"
"GSE138794-GSM4119537-SF11964_Tumor_1"	"GSE138794-GSM4119537-SF11964"	"Tumor"	"1"
"GSE138794-GSM4119537-SF11964_Tumor_2"	"GSE138794-GSM4119537-SF11964"	"Tumor"	"2"
"GSE138794-GSM4119537-SF11964_Tumor_3"	"GSE138794-GSM4119537-SF11964"	"Tumor"	"3"
"GSE138794-GSM4119537-SF11964_Tumor_5"	"GSE138794-GSM4119537-SF11964"	"Tumor"	"5"
"GSE138794-GSM4119537-SF11964_Tumor_8"	"GSE138794-GSM4119537-SF11964"	"Tumor"	"8"
"GSE138794-GSM4119537-SF11964_Tumor_12"	"GSE138794-GSM4119537-SF11964"	"Tumor"	"12"
"GSE138794-GSM4119539-SF11612_Myeloid_0"	"GSE138794-GSM4119539-SF11612"	"Myeloid"	"0"
"GSE138794-GSM4119539-SF11612_Myeloid_12"	"GSE138794-GSM4119539-SF11612"	"Myeloid"	"12"
"GSE138794-GSM4119539-SF11612_Myeloid_13"	"GSE138794-GSM4119539-SF11612"	"Myeloid"	"13"
"GSE138794-GSM4119539-SF11612_Stroma_6"	"GSE138794-GSM4119539-SF11612"	"Stroma"	"6"
"GSE138794-GSM4119539-SF11612_Stroma_7"	"GSE138794-GSM4119539-SF11612"	"Stroma"	"7"
"GSE138794-GSM4119539-SF11612_Tumor_0"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"0"
"GSE138794-GSM4119539-SF11612_Tumor_1"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"1"
"GSE138794-GSM4119539-SF11612_Tumor_2"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"2"
"GSE138794-GSM4119539-SF11612_Tumor_3"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"3"
"GSE138794-GSM4119539-SF11612_Tumor_4"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"4"
"GSE138794-GSM4119539-SF11612_Tumor_5"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"5"
"GSE138794-GSM4119539-SF11612_Tumor_6"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"6"
"GSE138794-GSM4119539-SF11612_Tumor_8"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"8"
"GSE138794-GSM4119539-SF11612_Tumor_9"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"9"
"GSE138794-GSM4119539-SF11612_Tumor_10"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"10"
"GSE138794-GSM4119539-SF11612_Tumor_11"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"11"
"GSE138794-GSM4119539-SF11612_Tumor_12"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"12"
"GSE138794-GSM4119539-SF11612_Tumor_13"	"GSE138794-GSM4119539-SF11612"	"Tumor"	"13"
"GSE138794-GSM4658373-SF11681_Myeloid_0"	"GSE138794-GSM4658373-SF11681"	"Myeloid"	"0"
"GSE138794-GSM4658373-SF11681_Myeloid_3"	"GSE138794-GSM4658373-SF11681"	"Myeloid"	"3"
"GSE138794-GSM4658373-SF11681_Myeloid_9"	"GSE138794-GSM4658373-SF11681"	"Myeloid"	"9"
"GSE138794-GSM4658373-SF11681_Myeloid_10"	"GSE138794-GSM4658373-SF11681"	"Myeloid"	"10"
"GSE138794-GSM4658373-SF11681_Stroma_4"	"GSE138794-GSM4658373-SF11681"	"Stroma"	"4"
"GSE138794-GSM4658373-SF11681_Stroma_9"	"GSE138794-GSM4658373-SF11681"	"Stroma"	"9"
"GSE138794-GSM4658373-SF11681_T cells_3"	"GSE138794-GSM4658373-SF11681"	"T cells"	"3"
"GSE138794-GSM4658373-SF11681_T cells_4"	"GSE138794-GSM4658373-SF11681"	"T cells"	"4"
"GSE138794-GSM4658373-SF11681_T cells_13"	"GSE138794-GSM4658373-SF11681"	"T cells"	"13"
"GSE138794-GSM4658373-SF11681_Tumor_1"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"1"
"GSE138794-GSM4658373-SF11681_Tumor_2"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"2"
"GSE138794-GSM4658373-SF11681_Tumor_3"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"3"
"GSE138794-GSM4658373-SF11681_Tumor_4"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"4"
"GSE138794-GSM4658373-SF11681_Tumor_5"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"5"
"GSE138794-GSM4658373-SF11681_Tumor_6"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"6"
"GSE138794-GSM4658373-SF11681_Tumor_7"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"7"
"GSE138794-GSM4658373-SF11681_Tumor_8"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"8"
"GSE138794-GSM4658373-SF11681_Tumor_9"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"9"
"GSE138794-GSM4658373-SF11681_Tumor_10"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"10"
"GSE138794-GSM4658373-SF11681_Tumor_11"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"11"
"GSE138794-GSM4658373-SF11681_Tumor_12"	"GSE138794-GSM4658373-SF11681"	"Tumor"	"12"
