"geo_accession"	"age"	"exclusion markers"	"genetic background"	"phenotype markers"	"separation method"	"Sex"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"characteristics_ch1.4"	"characteristics_ch1.5"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"data_processing"	"platform_id"	"contact_name"	"contact_laboratory"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"age:ch1"	"exclusion markers:ch1"	"genetic background:ch1"	"phenotype markers:ch1"	"separation method:ch1"	"Sex:ch1"
"GSM1472028"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" CAST/EiJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.CAS#3"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: CAST/EiJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472028/suppl/GSM1472028_EA07068_203112_MOGENE-1_0-ST-V1_T4.CAS_3.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"CAST/EiJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472029"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" CBA/CaJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.CBACA#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: CBA/CaJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472029/suppl/GSM1472029_EA07068_203029_MOGENE-1_0-ST-V1_T4.CBACA_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"CBA/CaJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472030"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" CBA/CaJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.CBACA#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: CBA/CaJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472030/suppl/GSM1472030_EA07068_203030_MOGENE-1_0-ST-V1_T4.CBACA_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"CBA/CaJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472031"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" CBA/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.CBAJ#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: CBA/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472031/suppl/GSM1472031_EA07068_203113_MOGENE-1_0-ST-V1_T4.CBAJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"CBA/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472032"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" CBA/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.CBAJ#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: CBA/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472032/suppl/GSM1472032_EA07068_203114_MOGENE-1_0-ST-V1_T4.CBAJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"CBA/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472033"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" CE/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.CE#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: CE/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472033/suppl/GSM1472033_EA07068_203031_MOGENE-1_0-ST-V1_T4.CEJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"CE/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472034"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" CE/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.CE#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: CE/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472034/suppl/GSM1472034_EA07068_203032_MOGENE-1_0-ST-V1_T4.CEJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"CE/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472035"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" DBA/1LacJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.DBA2#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: DBA/1LacJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472035/suppl/GSM1472035_EA07068_203115_MOGENE-1_0-ST-V1_T4.DBA_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"DBA/1LacJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472036"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" DBA/1LacJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.DBA2#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: DBA/1LacJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472036/suppl/GSM1472036_EA07068_203116_MOGENE-1_0-ST-V1_T4.DBA_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"DBA/1LacJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472037"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" DDY/JclSidSeyFrkJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.DDY#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: DDY/JclSidSeyFrkJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472037/suppl/GSM1472037_EA07068_203033_MOGENE-1_0-ST-V1_T4.DDY_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"DDY/JclSidSeyFrkJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472038"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" DDY/JclSidSeyFrkJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.DDY#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: DDY/JclSidSeyFrkJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472038/suppl/GSM1472038_EA07068_203034_MOGENE-1_0-ST-V1_T4.DDY_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"DDY/JclSidSeyFrkJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472039"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" FVB/NJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.FVB#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: FVB/NJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472039/suppl/GSM1472039_EA07068_203117_MOGENE-1_0-ST-V1_T4.FVB_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"FVB/NJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472040"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" FVB/NJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.FVB#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: FVB/NJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472040/suppl/GSM1472040_EA07068_203118_MOGENE-1_0-ST-V1_T4.FVB_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"FVB/NJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472041"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" JF1/Ms"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.JF1Ms#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: JF1/Ms"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472041/suppl/GSM1472041_EA07068_203035_MOGENE-1_0-ST-V1_T4.JF1MS_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"JF1/Ms"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472042"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" JF1/Ms"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.JF1Ms#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: JF1/Ms"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472042/suppl/GSM1472042_EA07068_203036_MOGENE-1_0-ST-V1_T4.JF1MS_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"JF1/Ms"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472043"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" KK.Cg-Ay/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.KK#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: KK.Cg-Ay/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472043/suppl/GSM1472043_EA07068_203037_MOGENE-1_0-ST-V1_T4.KKHIJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"KK.Cg-Ay/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472044"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" KK.Cg-Ay/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.KK#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: KK.Cg-Ay/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472044/suppl/GSM1472044_EA07068_203038_MOGENE-1_0-ST-V1_T4.KKHIJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"KK.Cg-Ay/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472045"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" LGJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.LG#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: LGJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472045/suppl/GSM1472045_EA07068_203039_MOGENE-1_0-ST-V1_T4.LGJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"LGJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
